"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
14 55 570 275 901 3451 8 11 355 11 55 301 61 1459 NA
10 87 564 274 975 3531 17 16 333 18 48 265 94 1469 2
14 121 556 266 933 3599 16 25 322 16 43 308 64 1433 0
16 99 616 261 923 3502 15 24 327 15 57 345 45 1479 1
13 115 505 296 948 3561 18 21 356 23 57 319 67 1534 0
8 44 583 258 1011 3507 20 27 340 19 56 296 79 1443 0
14 104 606 248 1025 3512 15 28 348 17 50 274 99 1569 NA
12 103 640 261 931 3478 9 20 327 11 59 307 67 1494 NA
13 130 636 265 989 3605 22 22 343 18 43 323 52 1399 3
14 95 567 249 969 3466 20 25 356 21 43 325 61 1491 NA
12 103 593 278 1040 3411 15 17 327 23 50 321 71 1542 NA
21 101 614 256 1062 3652 10 20 307 13 56 273 68 1640 0
11 104 569 258 977 3455 17 16 328 12 62 346 66 1590 2
11 99 574 283 1020 3633 12 19 376 24 55 326 47 1536 1
14 73 534 268 934 3531 14 14 351 25 39 326 65 1636 1
11 122 642 247 935 3549 13 20 392 15 55 257 76 1445 NA
9 84 604 211 976 3370 17 23 326 22 40 307 67 1476 1
12 110 613 270 963 3693 15 21 384 14 33 358 70 1584 NA
10 91 644 238 1055 3568 23 21 353 22 64 314 77 1598 NA
13 106 524 269 919 3453 16 4 348 12 63 305 76 1500 0
12 70 553 247 936 3507 9 17 377 17 50 354 79 1723 0
14 125 644 269 1049 3643 22 13 351 11 53 272 54 1669 0
11 77 602 265 949 3353 14 18 343 22 48 315 48 1634 0
6 97 558 277 995 3499 17 11 335 20 57 308 68 1486 NA
17 100 578 240 978 3575 14 19 338 11 47 254 67 1476 0
19 121 646 275 1047 3482 10 22 328 16 50 322 63 1405 NA
9 99 532 238 904 3526 12 10 336 18 48 315 72 1339 NA
11 102 606 266 922 3424 9 18 339 24 44 284 66 1419 1
12 119 601 263 1021 3598 12 25 322 13 55 366 60 1596 NA
15 107 624 240 954 3462 15 23 360 18 55 307 58 1474 NA
16 108 597 275 951 3464 21 21 353 12 51 324 84 1323 0
13 93 615 247 959 3435 16 23 291 12 77 295 49 1585 3
10 75 599 255 876 3395 14 13 378 10 57 264 46 1468 NA
5 100 567 252 1000 3458 17 20 328 15 50 310 62 1481 NA
10 111 622 269 921 3334 18 26 175 19 56 383 75 1554 NA
12 89 630 256 848 3384 11 21 349 19 47 306 85 1686 0
10 45 667 233 1045 3511 16 27 338 16 63 310 55 1530 2
7 75 543 237 978 3512 17 36 383 16 60 319 69 1552 6
11 94 577 243 1034 3465 18 24 371 18 62 324 75 1522 1
12 104 558 251 975 3495 21 23 335 19 54 281 54 1373 1
9 91 559 253 448 3452 21 19 341 12 61 299 69 1385 1
12 86 620 244 912 3489 11 18 365 19 59 292 47 1513 1
