"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 11 4 100 4
"2" "kukd" 19 0.04 NA 1 NA 13 3 14 3 100 1.46
"3" "kuku" 15 0.18 NA 0.96 NA 13 1 14 1 100 1.15
"4" "pkd" 153 0 0 1 NA 99 10 100 9 100 1.55
"5" "pku" 28 0.08 NA 0.97 NA 22 6 24 3 100 1.27
"6" "pp" 660 0 0 1 NA 440 10 439 7 100 1.5
"7" "tdkd" 14 0.29 NA 0.77 NA 12 4 12 4 100 1.17
"8" "tdku" 10 0.07 NA 0.96 NA 6 2 6 2 100 1.67
"9" "tdp" 206 0 0 1 NA 167 14 169 9 100 1.23
"10" "tdtd" 24 0.11 NA 0.91 NA 17 5 17 6 100 1.41
"11" "tukd" 5 0.59 NA 0.64 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.37 NA 0.89 NA 12 3 14 2 100 1.25
"14" "tutd" 5 0.89 NA 0.24 NA 7 2 8 2 100 0.71
"15" "tutu" 9 0.64 NA 1 NA 9 0 9 0 100 1
