"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.03 NA 0.99 NA 11 3 11 3 100 1.73
"2" "kukd" 139 0 0 1 NA 96 16 97 12 100 1.45
"3" "kuku" 876 0 0 1 NA 592 42 592 42 100 1.48
"4" "pkd" 299 0 0 1 NA 255 16 255 16 100 1.17
"5" "pku" 1102 0.01 NA 0.99 NA 962 77 964 62 100 1.15
"6" "pp" 4469 0 0 1 NA 3510 77 3506 76 100 1.27
"7" "tdkd" 12 0.81 NA 0.27 NA 15 4 15 4 100 0.8
"8" "tdku" 18 0.66 NA 0.38 NA 20 6 20 6 100 0.9
"9" "tdp" 325 0.88 NA 0.13 NA 345 26 344 19 100 0.94
"10" "tdtd" 10 0.98 NA 0.04 NA 16 4 16 4 100 0.62
"11" "tukd" 48 0.76 NA 0.29 NA 53 8 52 7 100 0.91
"12" "tuku" 1 0.4 NA 0.89 NA 1 1 0 0 100 1
"13" "tup" 297 0.76 NA 0.28 NA 313 31 314 23 100 0.95
"14" "tutd" 66 0.53 NA 0.53 NA 66 13 66 13 100 1
"15" "tutu" 2397 0 0 1 NA 1526 86 1522 82 100 1.57
