"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
37 217 1058 448 1275 4436 79 31 575 118 113 1 423 80 2557
80 206 1073 406 1311 4315 54 25 552 171 53 1 372 123 2418
28 186 1063 403 1241 4630 91 27 541 173 120 3 376 114 2423
59 201 1037 450 1340 4581 40 37 558 176 101 NA 371 92 2634
30 171 1100 457 1326 4460 57 37 527 135 81 2 380 86 2566
89 250 1126 521 1258 4627 58 33 567 152 84 2 460 80 2620
82 117 1102 450 1306 4598 41 27 623 126 113 1 393 91 2429
59 237 1119 479 1292 4648 59 39 588 120 93 NA 375 131 2541
53 177 1095 436 1263 4737 59 33 576 166 96 NA 424 83 2460
91 233 1102 443 1308 4635 66 39 563 129 101 3 422 100 2557
54 250 1091 470 1391 4641 38 47 533 190 92 3 423 80 2555
44 211 968 419 1252 4445 54 24 554 114 95 NA 387 118 2528
59 188 1044 466 1415 4548 66 41 558 129 97 NA 398 98 2476
30 165 1112 498 1409 4663 54 30 604 194 92 NA 417 101 2458
37 225 974 467 1346 4740 46 36 564 121 95 1 367 103 2514
53 202 1148 472 1322 4464 78 46 618 164 97 5 404 99 2485
58 212 1022 481 1176 4480 53 35 608 79 102 1 366 113 2539
71 226 1045 445 1179 4550 63 38 575 170 98 4 429 107 2503
63 202 1228 454 1416 4604 55 36 629 177 102 NA 409 105 2577
46 195 985 427 1229 4681 43 33 595 213 92 3 351 76 2613
52 207 942 403 1186 4521 23 34 613 190 98 NA 378 136 2371
42 241 1096 439 1498 4735 104 43 596 191 77 1 377 98 2633
67 209 1054 516 1268 4628 62 27 555 164 87 NA 372 127 2328
52 199 1100 423 1276 4504 81 48 630 180 105 NA 403 81 2450
32 198 1155 394 1442 4453 95 32 601 181 90 NA 394 108 2615
62 186 1021 457 1299 4583 51 33 545 138 127 5 440 79 2491
27 112 1036 456 1260 4659 102 39 666 153 113 NA 444 89 2579
54 200 984 390 1232 4612 86 39 597 173 97 NA 393 89 2404
81 181 975 456 1249 4540 46 29 525 130 83 NA 423 110 2438
53 200 1090 458 1333 4645 115 39 672 203 88 NA 442 106 2469
99 235 1112 418 1410 4569 38 49 589 169 81 3 395 94 2582
43 233 1164 480 1453 4871 44 17 554 227 81 NA 342 100 2607
43 190 1027 475 1357 4479 39 40 617 218 77 NA 412 100 2462
29 208 1049 415 1332 4608 55 38 573 154 90 NA 382 92 2419
60 222 1152 510 1535 4693 50 37 591 129 92 NA 342 120 2600
95 187 1107 464 1381 4607 58 46 610 132 83 1 368 120 2450
58 255 1115 445 1356 4498 56 50 582 147 89 NA 405 93 2671
45 207 1074 420 1354 4348 67 46 616 174 115 2 375 85 2502
47 227 1024 432 1366 4628 67 47 607 167 93 NA 451 104 2443
82 215 978 441 1193 4556 56 26 587 172 103 NA 409 101 2599
45 200 1118 463 1307 4630 56 34 561 105 83 NA 342 90 2487
19 159 1094 450 1333 4633 82 27 621 158 109 1 363 108 2555
41 204 1132 431 1398 4488 104 26 619 165 109 1 399 114 2405
43 166 1123 415 1247 4587 74 37 592 101 85 3 435 92 2439
58 203 1126 456 1354 4709 56 45 602 175 108 NA 383 114 2630
40 215 1071 405 1286 4612 61 36 591 114 100 NA 354 92 2445
68 213 1136 428 1395 4720 43 41 557 263 91 4 432 124 2362
25 194 1012 439 1219 4603 56 21 597 182 118 1 386 120 2606
47 209 1066 467 1387 4686 43 17 569 136 75 NA 384 102 2384
36 144 1009 465 1335 4471 42 19 591 112 99 1 445 96 2598
47 205 993 435 1326 4572 46 45 594 208 82 NA 373 77 2421
43 216 1120 441 1439 4580 51 15 561 102 77 1 454 106 2407
67 204 973 421 1301 4496 29 25 585 189 92 1 399 115 2400
25 200 1072 422 1448 4511 43 26 555 156 94 NA 434 123 2512
48 247 1046 475 1354 4709 77 42 660 169 91 NA 404 112 2501
53 204 929 504 1274 4575 25 34 572 93 97 NA 455 102 2598
21 194 1022 399 1330 4518 48 43 577 73 93 NA 423 94 2460
120 216 1013 501 1366 4683 42 21 553 133 83 3 403 97 2418
44 212 1108 487 1151 4472 75 30 549 140 91 1 414 115 2625
