"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 53 20 50 17 100 3.85
"2" "kukd" 399 0 0 1 NA 203 28 204 19 100 1.97
"3" "kuku" 1873 0 0 1 NA 1061 58 1060 62 100 1.77
"4" "pkd" 901 0 0 1 NA 448 31 446 30 100 2.01
"5" "pku" 2031 0 0 1 NA 1322 80 1324 82 100 1.54
"6" "pp" 16685 0 0 1 NA 4591 114 4590 109 100 3.63
"7" "tdkd" 82 0.11 NA 0.9 NA 59 19 56 15 100 1.39
"8" "tdku" 65 0 0 1 NA 34 8 34 7 100 1.91
"9" "tdp" 1082 0 0 1 NA 587 33 588 36 100 1.84
"10" "tdtd" 221 0.05 NA 0.95 NA 151 41 148 41 100 1.46
"11" "tukd" 99 0.27 NA 0.76 NA 93 13 92 13 100 1.06
"12" "tuku" 1 0.51 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 396 42 402 34 100 1.26
"14" "tutd" 102 0.56 NA 0.46 NA 104 15 106 17 100 0.98
"15" "tutu" 3575 0 0 1 NA 2510 84 2506 99 100 1.42
