"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 0.98 NA 24 5 25 3 50 1.38
"2" "kukd" 305 0 0 1 NA 200 25 202 19 50 1.52
"3" "kuku" 1719 0 0 1 NA 1144 58 1146 54 50 1.5
"4" "pkd" 538 0 0 1 NA 406 38 410 25 50 1.33
"5" "pku" 2067 0 0 1 NA 1549 78 1557 73 50 1.33
"6" "pp" 6202 0 0 1 NA 4748 90 4759 99 50 1.31
"7" "tdkd" 35 0.42 NA 0.76 NA 32 6 33 4 50 1.09
"8" "tdku" 52 0.04 NA 0.96 NA 36 11 36 11 50 1.44
"9" "tdp" 545 0.2 NA 0.8 NA 528 23 530 23 50 1.03
"10" "tdtd" 44 0.66 NA 0.36 NA 46 7 47 7 50 0.96
"11" "tukd" 102 0.58 NA 0.48 NA 103 10 103 9 50 0.99
"12" "tuku" 1 0.6 NA 0.68 NA 1 2 1 1 50 1
"13" "tup" 541 0.1 NA 0.9 NA 491 54 499 27 50 1.1
"14" "tutd" 114 0.58 NA 0.42 NA 119 17 118 16 50 0.96
"15" "tutu" 4146 0 0 1 NA 3065 111 3088 110 50 1.35
