"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 19 52 18 100 3.8
"2" "kukd" 414 0 0 1 NA 216 24 216 19 100 1.92
"3" "kuku" 1935 0 0 1 NA 1107 59 1107 55 100 1.75
"4" "pkd" 924 0 0 1 NA 470 25 472 27 100 1.97
"5" "pku" 2103 0 0 1 NA 1384 69 1385 71 100 1.52
"6" "pp" 17027 0 0 1 NA 4824 111 4817 120 100 3.53
"7" "tdkd" 84 0.1 NA 0.9 NA 60 19 58 17 100 1.4
"8" "tdku" 70 0 0 1 NA 34 10 36 10 100 2.06
"9" "tdp" 1111 0 0 1 NA 617 37 614 33 100 1.8
"10" "tdtd" 223 0.08 NA 0.92 NA 159 46 150 36 100 1.4
"11" "tukd" 102 0.41 NA 0.62 NA 99 12 100 12 100 1.03
"12" "tuku" 1 0.59 NA 0.71 NA 1 1 1 1 100 1
"13" "tup" 521 0 0 1 NA 430 36 427 40 100 1.21
"14" "tutd" 110 0.51 NA 0.55 NA 110 19 110 19 100 1
"15" "tutu" 3800 0 0 1 NA 2660 104 2659 103 100 1.43
