"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 38 14 36 15 100 4.87
"2" "kukd" 287 0 0 1 NA 139 25 140 25 100 2.06
"3" "kuku" 1305 0 0 1 NA 672 43 667 41 100 1.94
"4" "pkd" 691 0 0 1 NA 307 24 306 23 100 2.25
"5" "pku" 1416 0 0 1 NA 840 54 836 55 100 1.69
"6" "pp" 13875 0 0 1 NA 2908 79 2898 79 100 4.77
"7" "tdkd" 64 0.04 NA 0.96 NA 38 15 36 14 100 1.68
"8" "tdku" 43 0 0 1 NA 20 7 19 7 100 2.15
"9" "tdp" 818 0 0 1 NA 349 26 348 27 100 2.34
"10" "tdtd" 164 0.03 NA 0.98 NA 86 33 77 31 100 1.91
"11" "tukd" 58 0.57 NA 0.46 NA 59 11 59 10 100 0.98
"12" "tuku" 1 0.44 NA 0.83 NA 1 1 0 0 100 1
"13" "tup" 291 0.01 NA 0.99 NA 233 28 234 24 100 1.25
"14" "tutd" 55 0.53 NA 0.51 NA 55 12 55 10 100 1
"15" "tutu" 2209 0 0 1 NA 1393 66 1397 68 100 1.59
