"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 53 20 50 16 100 3.79
"2" "kukd" 389 0 0 1 NA 204 26 204 25 100 1.91
"3" "kuku" 1804 0 0 1 NA 1014 54 1010 59 100 1.78
"4" "pkd" 878 0 0 1 NA 442 27 443 25 100 1.99
"5" "pku" 1954 0 0 1 NA 1259 71 1258 67 100 1.55
"6" "pp" 16317 0 0 1 NA 4369 92 4364 102 100 3.73
"7" "tdkd" 79 0.13 NA 0.88 NA 55 20 52 19 100 1.44
"8" "tdku" 62 0 0 1 NA 32 9 32 8 100 1.94
"9" "tdp" 1056 0 0 1 NA 564 34 562 39 100 1.87
"10" "tdtd" 218 0.02 NA 0.98 NA 150 38 148 40 100 1.45
"11" "tukd" 93 0.39 NA 0.63 NA 90 12 89 12 100 1.03
"12" "tuku" 1 0.53 NA 0.77 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 375 37 376 30 100 1.23
"14" "tutd" 94 0.58 NA 0.46 NA 96 17 96 15 100 0.98
"15" "tutu" 3387 0 0 1 NA 2350 85 2346 93 100 1.44
