"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 39 17 36 10 100 4.74
"2" "kukd" 287 0 0 1 NA 141 24 145 22 100 2.04
"3" "kuku" 1305 0 0 1 NA 668 45 664 42 100 1.95
"4" "pkd" 691 0 0 1 NA 307 26 308 23 100 2.25
"5" "pku" 1416 0 0 1 NA 834 48 830 44 100 1.7
"6" "pp" 13875 0 0 1 NA 2894 82 2882 67 100 4.79
"7" "tdkd" 64 0.04 NA 0.96 NA 36 13 34 11 100 1.78
"8" "tdku" 43 0 0 1 NA 20 7 19 7 100 2.15
"9" "tdp" 818 0 0 1 NA 355 26 356 24 100 2.3
"10" "tdtd" 164 0.04 NA 0.96 NA 89 35 83 29 100 1.84
"11" "tukd" 58 0.53 NA 0.51 NA 58 11 58 10 100 1
"12" "tuku" 1 0.51 NA 0.87 NA 1 1 1 1 100 1
"13" "tup" 291 0 0 1 NA 234 29 238 23 100 1.24
"14" "tutd" 55 0.59 NA 0.42 NA 58 13 58 13 100 0.95
"15" "tutu" 2209 0 0 1 NA 1405 60 1408 70 100 1.57
