"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
26 108 371 213 534 2088 13 11 221 50 31 1 167 40 977
54 134 465 192 526 1989 5 7 255 32 54 1 145 50 925
16 82 477 194 596 2175 12 7 224 33 37 NA 137 35 1001
28 128 512 186 609 2040 32 13 230 37 49 NA 179 20 882
19 115 473 203 561 2038 23 5 236 63 33 NA 129 33 982
50 50 421 234 552 2098 17 11 234 58 44 NA 153 14 906
16 91 446 193 577 2040 16 14 252 41 43 NA 149 43 885
7 85 515 201 670 2147 30 20 213 87 53 NA 175 35 889
41 83 492 210 578 2064 28 15 222 47 48 1 173 21 929
20 90 505 264 521 2099 42 12 239 33 34 NA 152 44 858
54 105 464 178 608 2049 19 15 256 78 42 NA 145 42 878
29 123 493 229 491 1827 32 15 216 16 30 NA 183 29 914
30 123 493 228 551 2064 26 12 232 57 55 NA 150 38 877
15 110 456 229 609 2065 44 17 232 39 37 NA 77 32 968
29 109 470 210 552 2115 14 14 220 65 52 NA 165 38 913
21 81 453 234 628 2007 46 14 286 40 39 1 174 28 870
32 87 509 223 600 2082 17 9 230 129 43 1 160 31 930
41 103 461 209 573 2061 51 13 316 51 42 1 145 46 942
43 105 444 212 582 2068 25 14 252 30 31 NA 150 47 929
65 171 461 274 618 2025 26 15 253 46 44 NA 166 29 1026
13 126 454 186 610 1960 19 18 220 96 42 NA 151 29 912
19 105 474 256 559 2036 28 12 224 24 35 NA 157 30 949
22 123 532 249 581 2101 54 18 226 43 43 1 148 39 962
28 104 511 234 551 2056 27 15 204 28 30 NA 172 38 907
21 83 507 210 564 2028 27 7 237 34 46 NA 140 44 956
10 92 472 233 560 2088 42 17 224 83 38 NA 181 32 904
23 94 482 211 588 2016 17 17 268 75 38 2 150 34 922
30 104 428 242 594 1991 27 15 242 15 38 NA 146 25 940
41 109 483 225 615 2108 15 13 215 41 36 1 178 24 912
19 103 463 252 590 2076 33 16 233 66 44 1 178 28 891
11 104 477 225 580 2043 11 19 209 55 34 2 167 33 877
35 46 436 222 517 1981 26 19 198 57 58 NA 186 25 885
37 132 497 236 244 2105 17 17 228 37 18 1 175 34 982
14 88 405 239 561 2027 15 6 226 140 49 NA 180 39 885
25 122 466 203 554 2035 5 17 220 36 35 NA 152 49 934
31 91 406 234 612 2150 24 15 269 37 28 NA 185 46 905
21 123 429 222 541 2011 18 14 195 76 65 1 132 30 984
29 127 571 215 618 2037 44 13 245 41 39 NA 131 41 945
29 91 492 234 575 1954 13 9 221 64 39 1 164 14 881
38 100 418 220 529 2073 17 3 232 90 56 NA 74 35 877
11 109 500 198 567 2056 26 17 256 28 31 2 70 37 855
30 105 418 247 553 2058 46 17 282 64 53 1 177 32 979
26 112 488 265 661 2015 17 5 202 33 46 NA 165 50 939
22 97 475 224 579 2045 36 20 224 68 32 3 192 36 886
26 104 453 180 501 2113 20 10 275 67 46 NA 159 28 921
64 65 460 226 538 2084 25 23 210 59 48 1 133 37 904
25 104 484 196 583 1975 32 13 204 24 42 1 177 47 814
24 81 440 209 516 2104 16 11 219 31 46 2 159 33 858
37 109 417 215 528 2044 28 11 220 30 45 NA 161 44 926
38 133 501 235 599 2016 28 9 216 21 62 1 160 40 946
30 106 476 232 572 1971 42 22 228 30 44 NA 160 37 981
24 122 433 225 575 1947 24 15 258 31 46 NA 173 37 1017
45 107 454 223 635 2041 32 13 251 31 46 NA 166 27 892
23 119 492 230 645 1995 24 8 235 127 37 NA 159 36 898
29 113 476 249 616 2080 15 19 226 24 40 1 167 41 906
27 84 460 196 518 1947 38 23 240 17 44 1 142 41 803
29 99 468 249 282 2036 17 13 200 34 48 3 151 40 977
42 102 489 251 645 2120 54 17 267 56 46 NA 163 47 918
26 125 497 204 600 2081 17 14 241 27 44 NA 171 44 907
24 105 505 217 608 2049 12 17 207 50 34 NA 149 39 879
51 107 511 231 579 2166 13 13 207 75 43 NA 153 42 846
29 125 499 219 571 2118 32 14 207 41 45 NA 102 46 969
39 113 474 236 603 2032 12 13 215 63 45 NA 179 34 951
27 118 460 259 547 2122 31 7 232 91 43 4 158 19 885
19 122 445 232 553 2114 15 7 192 41 40 NA 151 19 913
14 97 462 249 557 2128 17 14 210 78 41 NA 154 33 858
45 111 502 252 681 2031 24 3 243 24 42 NA 150 41 836
17 99 451 193 575 2132 23 8 259 55 51 NA 164 26 960
27 108 416 222 541 2163 9 7 200 22 35 3 76 38 941
72 90 472 233 556 2075 21 11 250 41 45 NA 152 29 965
65 128 505 285 620 2133 14 8 217 48 41 NA 170 37 993
26 106 458 234 571 2054 31 10 204 25 37 1 135 28 982
43 125 468 266 577 2121 43 21 270 38 21 NA 177 36 900
17 84 418 249 622 2089 35 11 223 28 32 NA 95 27 907
46 124 517 236 576 1976 10 11 224 44 34 1 177 42 961
45 89 452 224 592 2107 8 9 241 29 43 NA 156 36 879
7 78 448 231 630 2034 14 11 218 72 39 1 163 43 853
27 96 465 218 585 1979 9 12 237 39 45 NA 152 25 948
28 125 465 237 581 2041 7 8 258 26 40 NA 164 31 877
63 114 426 226 522 2068 14 16 246 35 52 NA 186 36 931
44 108 520 219 543 1998 23 15 231 57 45 1 163 35 915
21 91 470 198 563 2054 27 9 239 60 39 NA 139 26 944
14 95 473 243 611 1968 39 12 258 73 31 NA 86 50 1001
23 116 523 253 646 2130 64 22 242 48 37 1 167 34 975
9 92 483 208 558 2044 24 13 242 76 54 NA 160 33 868
37 121 516 214 602 2078 16 22 248 15 36 NA 162 40 997
16 111 480 222 549 2091 29 18 204 66 25 NA 168 36 877
34 120 472 219 628 2038 48 14 261 36 42 NA 140 34 918
9 102 482 221 583 2055 81 16 252 18 43 1 166 30 910
17 93 495 191 612 2112 31 22 234 26 41 1 174 27 834
26 108 489 235 613 2076 52 10 248 71 35 NA 141 48 923
20 82 499 209 523 2050 22 17 220 66 43 NA 146 35 871
52 103 493 242 560 2041 27 11 264 56 40 3 139 20 883
23 96 527 193 675 2167 32 15 254 40 28 3 155 38 993
46 102 434 226 534 2086 10 9 235 40 40 NA 168 47 1008
32 106 498 221 281 2037 19 9 257 46 22 NA 78 40 996
36 84 475 218 574 1968 22 15 200 149 44 2 150 28 877
37 92 465 200 576 1978 62 17 250 30 32 NA 141 18 929
7 85 450 198 546 2165 27 11 238 34 45 2 124 47 1035
60 103 476 227 625 2161 52 14 259 34 45 1 79 22 1005
