"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 30 14 28 13 100 4.97
"2" "kukd" 234 0 0 1 NA 104 18 105 19 100 2.25
"3" "kuku" 1009 0 0 1 NA 472 32 473 30 100 2.14
"4" "pkd" 566 0 0 1 NA 224 21 224 19 100 2.53
"5" "pku" 1103 0 0 1 NA 570 66 576 40 100 1.94
"6" "pp" 11934 0 0 1 NA 2058 60 2056 51 100 5.8
"7" "tdkd" 37 0.19 NA 0.81 NA 26 14 24 12 100 1.42
"8" "tdku" 30 0 0 1 NA 13 4 14 5 100 2.31
"9" "tdp" 668 0 0 1 NA 234 22 232 24 100 2.85
"10" "tdtd" 133 0.02 NA 0.98 NA 50 26 41 21 100 2.66
"11" "tukd" 46 0.24 NA 0.83 NA 41 8 42 6 100 1.12
"12" "tuku" 0 1 NA 0.62 NA 1 1 0 0 100 0
"13" "tup" 101 0.92 NA 0.08 NA 152 27 158 19 100 0.66
"14" "tutd" 44 0.17 NA 0.87 NA 35 8 36 8 100 1.26
"15" "tutu" 1600 0 0 1 NA 922 49 916 52 100 1.74
