"group" "motif_type" "counts" "total_count"
"1" "others" 2 67
"1" "others" 3 20
"1" "others" 4 6
"1" "others" 5 6
"1" "others" 6 1
"1" "others" 7 2
"1" "others" 8 2
"1" "others" 11 1
"1" "others" 15 1
"1" "others" 23 1
"1" "others" 37 1
"1" "protein_complexes" 2 399
"1" "protein_complexes" 3 77
"1" "protein_complexes" 4 17
"1" "protein_complexes" 5 9
"1" "protein_complexes" 6 4
"1" "protein_complexes" 7 2
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 3
"1" "protein_complexes" 14 1
"1" "regulatory_triplets" 2 161
"1" "regulatory_triplets" 3 25
"1" "regulatory_triplets" 4 12
"1" "regulatory_triplets" 5 1
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 2
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 25 1
"1" "signaling_triplets" 2 222
"1" "signaling_triplets" 3 43
"1" "signaling_triplets" 4 12
"1" "signaling_triplets" 5 8
"1" "signaling_triplets" 6 4
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 10 1
"1" "signaling_triplets" 15 1
"2" "others" 2 64
"2" "others" 3 20
"2" "others" 4 9
"2" "others" 5 2
"2" "others" 6 3
"2" "others" 7 1
"2" "others" 8 1
"2" "others" 9 1
"2" "others" 11 2
"2" "others" 12 1
"2" "others" 13 1
"2" "others" 14 1
"2" "others" 17 1
"2" "others" 31 1
"2" "protein_complexes" 2 422
"2" "protein_complexes" 3 80
"2" "protein_complexes" 4 13
"2" "protein_complexes" 5 11
"2" "protein_complexes" 6 3
"2" "protein_complexes" 7 5
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 3
"2" "regulatory_triplets" 2 190
"2" "regulatory_triplets" 3 28
"2" "regulatory_triplets" 4 4
"2" "regulatory_triplets" 5 1
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 12 1
"2" "regulatory_triplets" 14 1
"2" "signaling_triplets" 2 236
"2" "signaling_triplets" 3 44
