"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 35 17 33 15 100 5.14
"2" "kukd" 250 0 0 1 NA 111 23 112 19 100 2.25
"3" "kuku" 1096 0 0 1 NA 530 36 526 34 100 2.07
"4" "pkd" 604 0 0 1 NA 245 25 248 21 100 2.47
"5" "pku" 1185 0 0 1 NA 657 64 655 36 100 1.8
"6" "pp" 12534 0 0 1 NA 2350 65 2348 64 100 5.33
"7" "tdkd" 44 0.1 NA 0.92 NA 28 11 28 10 100 1.57
"8" "tdku" 35 0.02 NA 1 NA 16 6 16 6 100 2.19
"9" "tdp" 703 0 0 1 NA 264 24 263 21 100 2.66
"10" "tdtd" 142 0.01 NA 0.99 NA 56 26 56 26 100 2.54
"11" "tukd" 49 0.32 NA 0.72 NA 45 10 46 10 100 1.09
"12" "tuku" 0 1 NA 0.6 NA 1 1 0 0 100 0
"13" "tup" 235 0 0 1 NA 184 23 188 18 100 1.28
"14" "tutd" 48 0.25 NA 0.79 NA 42 9 41 7 100 1.14
"15" "tutu" 1805 0 0 1 NA 1082 49 1083 40 100 1.67
