"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 18 52 17 100 3.8
"2" "kukd" 421 0 0 1 NA 211 33 214 24 100 2
"3" "kuku" 1995 0 0 1 NA 1152 58 1158 50 100 1.73
"4" "pkd" 944 0 0 1 NA 486 28 485 22 100 1.94
"5" "pku" 2181 0 0 1 NA 1453 107 1458 76 100 1.5
"6" "pp" 17339 0 0 1 NA 5045 108 5050 107 100 3.44
"7" "tdkd" 84 0.08 NA 0.93 NA 59 17 58 16 100 1.42
"8" "tdku" 71 0 0 1 NA 36 10 35 10 100 1.97
"9" "tdp" 1154 0 0 1 NA 648 34 648 33 100 1.78
"10" "tdtd" 225 0.16 NA 0.84 NA 175 48 170 44 100 1.29
"11" "tukd" 103 0.51 NA 0.51 NA 102 13 103 13 100 1.01
"12" "tuku" 1 0.6 NA 0.68 NA 1 1 1 1 100 1
"13" "tup" 547 0 0 1 NA 454 42 452 36 100 1.2
"14" "tutd" 114 0.55 NA 0.47 NA 114 19 116 19 100 1
"15" "tutu" 3978 0 0 1 NA 2838 107 2834 107 100 1.4
