"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 20 12 19 9 100 6.8
"2" "kukd" 159 0 0 1 NA 57 13 57 10 100 2.79
"3" "kuku" 677 0 0 1 NA 244 22 242 21 100 2.77
"4" "pkd" 345 0 0 1 NA 119 16 116 15 100 2.9
"5" "pku" 742 0 0 1 NA 305 26 306 20 100 2.43
"6" "pp" 9190 0 0 1 NA 1099 44 1102 46 100 8.36
"7" "tdkd" 27 0.09 NA 0.93 NA 13 8 10 7 100 2.08
"8" "tdku" 23 0 0 1 NA 5 3 5 3 100 4.6
"9" "tdp" 538 0 0 1 NA 118 13 118 16 100 4.56
"10" "tdtd" 100 0.01 NA 0.99 NA 27 21 19 15 100 3.7
"11" "tukd" 23 0.41 NA 0.69 NA 21 7 21 6 100 1.1
"12" "tuku" 0 1 NA 0.75 NA 0 1 0 0 100 NA
"13" "tup" 107 0.02 NA 0.98 NA 80 13 80 12 100 1.34
"14" "tutd" 22 0.16 NA 0.89 NA 15 6 15 6 100 1.47
"15" "tutu" 915 0 0 1 NA 456 30 460 31 100 2.01
