"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 53 18 51 16 100 3.79
"2" "kukd" 389 0 0 1 NA 197 29 198 25 100 1.97
"3" "kuku" 1804 0 0 1 NA 1009 48 1008 46 100 1.79
"4" "pkd" 878 0 0 1 NA 434 32 436 33 100 2.02
"5" "pku" 1954 0 0 1 NA 1263 70 1256 69 100 1.55
"6" "pp" 16317 0 0 1 NA 4389 94 4377 88 100 3.72
"7" "tdkd" 79 0.1 NA 0.9 NA 57 17 53 15 100 1.39
"8" "tdku" 62 0 0 1 NA 33 9 32 8 100 1.88
"9" "tdp" 1056 0 0 1 NA 557 30 560 27 100 1.9
"10" "tdtd" 218 0.07 NA 0.93 NA 155 44 152 46 100 1.41
"11" "tukd" 93 0.38 NA 0.66 NA 88 13 90 13 100 1.06
"12" "tuku" 1 0.53 NA 0.78 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 382 31 384 32 100 1.2
"14" "tutd" 94 0.6 NA 0.42 NA 97 16 100 15 100 0.97
"15" "tutu" 3387 0 0 1 NA 2326 87 2328 92 100 1.46
