"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 55 17 51 17 100 3.71
"2" "kukd" 399 0 0 1 NA 208 36 210 29 100 1.92
"3" "kuku" 1873 0 0 1 NA 1058 57 1051 59 100 1.77
"4" "pkd" 901 0 0 1 NA 453 24 448 24 100 1.99
"5" "pku" 2031 0 0 1 NA 1343 79 1344 82 100 1.51
"6" "pp" 16685 0 0 1 NA 4645 104 4649 119 100 3.59
"7" "tdkd" 82 0.09 NA 0.91 NA 56 19 55 16 100 1.46
"8" "tdku" 65 0 0 1 NA 33 9 32 9 100 1.97
"9" "tdp" 1082 0 0 1 NA 589 33 588 34 100 1.84
"10" "tdtd" 221 0.08 NA 0.92 NA 155 46 151 36 100 1.43
"11" "tukd" 99 0.36 NA 0.65 NA 93 15 91 16 100 1.06
"12" "tuku" 1 0.61 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 403 42 407 36 100 1.23
"14" "tutd" 102 0.55 NA 0.48 NA 104 18 104 18 100 0.98
"15" "tutu" 3575 0 0 1 NA 2505 91 2498 95 100 1.43
