"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
58 247 1292 488 1416 5343 44 51 743 217 96 502 114 3234 NA
69 174 1322 465 1793 5541 91 28 695 188 105 481 140 3325 1
70 249 1314 474 1745 5742 67 44 683 165 99 476 96 3278 1
75 224 1211 538 1553 5409 71 48 666 175 119 477 98 3106 3
67 236 1274 475 1666 5376 33 34 680 273 116 475 114 2942 2
60 194 1147 456 1495 5369 56 26 697 185 98 504 101 3308 NA
48 244 1262 549 1679 5595 64 48 668 133 120 447 103 3279 1
64 245 1277 520 1545 5379 82 32 721 122 106 502 95 3243 NA
67 214 1262 494 1660 5336 85 39 670 219 122 537 110 3230 NA
75 205 1185 534 1588 5520 88 23 704 257 124 243 95 3228 4
50 238 1302 514 1475 5470 82 47 730 232 110 486 141 3165 NA
45 245 1203 540 1572 5587 54 22 674 160 122 491 103 3135 1
53 223 1246 516 1571 5457 65 29 687 201 109 436 40 2958 2
49 218 1224 496 1593 5542 42 35 687 183 98 450 82 3170 1
115 240 1310 496 1715 5479 43 35 724 152 109 502 122 3123 NA
54 118 1331 507 1678 5466 63 20 671 245 144 573 88 3086 1
59 243 1270 532 1613 5518 64 30 677 156 112 520 114 3140 2
60 285 1188 498 1434 5319 83 45 690 214 110 520 108 2881 3
42 217 1242 605 1555 5393 56 33 621 203 98 473 119 3113 2
33 219 1219 469 1440 5306 64 54 751 123 121 501 90 2996 NA
73 243 1273 501 1622 5650 111 46 702 203 94 470 88 3266 NA
75 201 1369 509 1626 5362 47 33 697 174 116 499 85 3089 5
83 259 1215 529 1779 5428 67 29 707 179 105 506 115 3117 NA
37 224 1114 615 1593 5670 56 37 689 173 109 515 132 3326 3
76 277 1166 503 1451 5409 60 17 659 162 118 465 129 3182 1
64 222 1142 536 1610 5336 58 37 788 235 94 456 97 3191 1
63 221 1280 486 1493 5434 83 37 666 154 95 487 77 3166 3
70 246 1332 520 1613 5375 71 43 694 145 78 484 141 3082 1
47 247 1273 527 1444 5405 65 34 671 138 119 531 122 3177 1
36 223 1151 473 1556 5283 32 30 690 219 104 552 98 3152 NA
38 213 1211 496 1510 5434 76 64 683 190 116 520 99 3157 1
37 230 1264 505 1469 5355 67 35 754 240 114 456 106 3230 1
78 220 1281 493 1657 5558 55 20 702 228 125 489 85 3178 1
52 258 1182 497 1555 5520 66 47 683 175 108 505 103 3258 1
55 226 1252 465 1459 5510 50 49 697 199 99 465 127 3193 2
89 241 1212 493 1434 5415 70 13 754 216 99 516 126 3408 NA
35 212 1126 491 1472 5495 85 18 705 137 96 486 115 2894 4
80 238 1354 535 1627 5436 97 50 723 161 101 506 102 3214 5
63 256 1269 574 1821 5646 63 37 677 156 111 442 139 3018 NA
47 236 1306 534 1606 5410 49 26 676 139 87 436 120 3061 NA
54 198 1236 479 1566 5453 56 49 743 119 126 512 125 3136 NA
36 228 1280 475 1589 5391 45 25 680 189 99 255 97 3106 NA
38 229 1231 572 1492 5368 70 35 722 247 122 492 129 3175 1
59 210 1278 510 1600 5466 49 42 697 183 92 486 95 3146 4
134 263 1217 528 1374 5418 98 58 730 202 147 518 103 3338 1
60 224 1225 534 1573 5482 80 45 746 64 102 519 141 3230 1
49 207 1249 504 1702 5492 80 31 686 187 116 508 160 2932 NA
62 236 1259 515 1556 5529 63 53 702 262 108 550 96 3037 NA
47 222 1152 495 1574 5461 60 46 795 127 106 556 137 3192 1
71 261 1182 497 1340 5476 107 56 748 168 120 473 140 2990 NA
51 243 1249 507 1405 5491 88 29 670 99 119 544 120 3312 NA
105 270 1253 517 1646 5602 79 54 741 220 83 502 93 3131 4
83 256 1241 524 1626 5447 100 32 716 202 120 472 120 3016 1
30 213 1255 477 1446 5435 54 60 721 137 93 505 115 3185 1
75 275 1194 513 1501 5548 60 44 754 155 108 475 106 3206 3
49 218 1250 525 1639 5496 56 37 608 229 91 455 75 3016 NA
53 227 1198 540 1598 5549 77 23 650 160 131 527 83 3159 3
66 226 1230 446 1483 5081 43 47 696 199 136 458 100 3056 1
52 217 1206 471 1599 5387 37 28 707 198 99 479 105 3061 1
