"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 55 18 50 17 100 3.71
"2" "kukd" 399 0 0 1 NA 208 28 213 19 100 1.92
"3" "kuku" 1873 0 0 1 NA 1059 53 1059 53 100 1.77
"4" "pkd" 901 0 0 1 NA 450 28 448 28 100 2
"5" "pku" 2031 0 0 1 NA 1320 105 1308 84 100 1.54
"6" "pp" 16685 0 0 1 NA 4635 100 4631 99 100 3.6
"7" "tdkd" 82 0.1 NA 0.92 NA 55 18 53 18 100 1.49
"8" "tdku" 65 0 0 1 NA 34 9 34 9 100 1.91
"9" "tdp" 1082 0 0 1 NA 589 32 590 32 100 1.84
"10" "tdtd" 221 0.11 NA 0.89 NA 159 45 156 46 100 1.39
"11" "tukd" 99 0.39 NA 0.64 NA 92 15 94 16 100 1.08
"12" "tuku" 1 0.59 NA 0.79 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 405 31 404 31 100 1.23
"14" "tutd" 102 0.49 NA 0.57 NA 102 19 101 18 100 1
"15" "tutu" 3575 0 0 1 NA 2494 85 2498 87 100 1.43
