"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0.01 NA 1 NA 12 6 12 6 100 3
"2" "kukd" 95 0 0 1 NA 44 10 44 10 100 2.16
"3" "kuku" 324 0 0 1 NA 136 16 135 19 100 2.38
"4" "pkd" 175 0 0 1 NA 57 11 56 9 100 3.07
"5" "pku" 266 0 0 1 NA 99 17 98 15 100 2.69
"6" "pp" 1883 0 0 1 NA 307 24 308 21 100 6.13
"7" "tdkd" 33 0 0 1 NA 9 5 9 4 100 3.67
"8" "tdku" 15 0.01 NA 0.99 NA 5 4 4 3 100 3
"9" "tdp" 101 0 0 1 NA 50 10 49 12 100 2.02
"10" "tdtd" 38 0 0 1 NA 19 7 18 7 100 2
"11" "tukd" 23 0.0600000000000001 NA 0.98 NA 15 5 15 6 100 1.53
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 43 10 44 9 100 2.42
"14" "tutd" 15 0.18 NA 0.87 NA 11 4 11 4 100 1.36
"15" "tutu" 236 0 0 1 NA 166 19 166 21 100 1.42
