"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 48 21 43 15 100 3.92
"2" "kukd" 350 0 0 1 NA 170 29 168 23 100 2.06
"3" "kuku" 1567 0 0 1 NA 844 56 846 62 100 1.86
"4" "pkd" 800 0 0 1 NA 379 29 379 30 100 2.11
"5" "pku" 1701 0 0 1 NA 1044 82 1054 71 100 1.63
"6" "pp" 15175 0 0 1 NA 3658 85 3661 90 100 4.15
"7" "tdkd" 74 0.0600000000000001 NA 0.94 NA 47 16 45 15 100 1.57
"8" "tdku" 52 0 0 1 NA 27 7 27 6 100 1.93
"9" "tdp" 949 0 0 1 NA 455 31 451 27 100 2.09
"10" "tdtd" 175 0.0600000000000001 NA 0.95 NA 109 37 109 36 100 1.61
"11" "tukd" 75 0.53 NA 0.5 NA 75 11 76 10 100 1
"12" "tuku" 1 0.47 NA 0.76 NA 1 1 0 0 100 1
"13" "tup" 375 0.01 NA 0.99 NA 308 27 307 30 100 1.22
"14" "tutd" 76 0.49 NA 0.52 NA 76 15 75 12 100 1
"15" "tutu" 2807 0 0 1 NA 1857 81 1852 74 100 1.51
