"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 11 9 9 9 100 9.91
"2" "kukd" 78 0 0 1 NA 22 7 22 6 100 3.55
"3" "kuku" 296 0 0 1 NA 82 11 83 9 100 3.61
"4" "pkd" 177 0 0 1 NA 44 9 44 8 100 4.02
"5" "pku" 320 0 0 1 NA 98 15 98 10 100 3.27
"6" "pp" 5271 0 0 1 NA 369 25 365 22 100 14.28
"7" "tdkd" 7 0.16 NA 0.88 NA 3 4 2 3 100 2.33
"8" "tdku" 7 0 0 1 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 33 7 34 7 100 7.94
"10" "tdtd" 86 0 0 1 NA 4 6 2 3 100 21.5
"11" "tukd" 5 0.83 NA 0.24 NA 8 3 8 4 100 0.62
"12" "tuku" 0 1 NA 0.92 NA 0 0 0 0 100 NA
"13" "tup" 40 0 0 1 NA 25 6 24 6 100 1.6
"14" "tutd" 6 0.27 NA 0.82 NA 4 2 4 2 100 1.5
"15" "tutu" 349 0 0 1 NA 153 13 154 13 100 2.28
