"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 20 48 21 100 4.02
"2" "kukd" 365 0 0 1 NA 179 28 180 21 100 2.04
"3" "kuku" 1646 0 0 1 NA 903 51 900 50 100 1.82
"4" "pkd" 826 0 0 1 NA 397 30 395 27 100 2.08
"5" "pku" 1786 0 0 1 NA 1134 61 1138 56 100 1.57
"6" "pp" 15595 0 0 1 NA 3897 86 3898 80 100 4
"7" "tdkd" 76 0.11 NA 0.89 NA 53 17 51 16 100 1.43
"8" "tdku" 56 0 0 1 NA 28 8 27 7 100 2
"9" "tdp" 995 0 0 1 NA 493 32 488 30 100 2.02
"10" "tdtd" 186 0.05 NA 0.95 NA 122 39 120 39 100 1.52
"11" "tukd" 86 0.24 NA 0.78 NA 78 12 79 11 100 1.1
"12" "tuku" 1 0.55 NA 0.81 NA 1 1 1 1 100 1
"13" "tup" 411 0.01 NA 0.99 NA 325 40 327 30 100 1.26
"14" "tutd" 82 0.58 NA 0.46 NA 84 17 83 16 100 0.98
"15" "tutu" 3014 0 0 1 NA 2045 72 2034 67 100 1.47
