"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
7 16 15 73 29 174 15 2 44 22 24 0 35 20 27
13 18 15 69 29 164 10 3 90 17 26 NA 34 21 25
14 17 10 77 31 174 3 6 89 20 21 NA 19 22 26
7 17 14 80 25 166 16 3 76 18 24 0 17 9 28
17 8 15 68 24 155 14 5 74 33 14 NA 41 25 29
14 16 17 68 14 161 5 5 73 11 23 0 36 25 25
7 17 15 67 26 160 5 1 72 17 11 0 33 9 25
17 19 15 59 24 159 4 6 91 24 18 0 19 19 26
17 21 15 59 28 163 10 5 70 26 19 0 38 21 31
7 17 13 62 27 163 13 1 77 17 11 NA 38 25 28
12 15 14 67 28 163 12 1 71 18 22 NA 37 14 22
11 18 17 75 24 168 16 1 82 14 23 0 36 16 24
10 17 14 73 29 161 12 2 68 22 24 0 31 21 25
10 17 15 68 28 163 13 3 82 14 21 0 37 22 27
11 17 16 71 22 162 21 5 84 29 13 0 20 28 31
5 20 16 59 31 173 14 0 94 16 22 NA 37 19 25
15 20 12 72 15 154 9 7 82 20 24 0 38 15 25
3 19 14 56 29 159 17 3 84 25 22 0 39 21 28
12 7 17 39 27 177 19 4 83 17 13 0 39 20 28
14 15 14 69 14 169 11 4 78 23 21 0 40 25 31
15 7 16 70 29 154 14 5 93 24 17 NA 35 24 25
13 20 12 70 15 168 10 3 82 14 11 0 37 21 28
21 23 15 66 30 169 7 3 90 18 23 NA 20 26 24
6 15 15 73 30 161 30 5 76 15 19 0 41 19 26
11 18 13 73 30 174 7 5 88 24 11 0 35 25 28
13 16 15 66 26 168 20 1 99 21 25 0 37 27 27
13 13 15 68 12 177 8 2 74 19 21 0 37 29 26
16 21 14 64 32 157 10 3 63 18 26 0 32 20 27
17 19 15 70 14 157 15 3 81 18 25 0 39 22 27
8 18 16 70 27 163 15 2 75 18 19 0 33 26 26
12 17 16 67 29 151 7 2 78 11 19 NA 34 17 27
14 21 15 66 27 163 15 5 63 15 24 0 36 26 28
17 21 13 62 27 177 13 2 80 17 12 0 40 19 26
15 19 13 36 22 163 21 2 77 14 23 NA 40 19 26
16 17 12 85 13 170 13 2 72 17 25 0 21 25 24
8 9 14 72 26 161 6 2 72 22 24 0 30 21 27
14 16 16 71 12 159 14 5 72 17 16 NA 44 16 28
13 19 16 74 29 160 6 6 88 16 22 0 37 26 28
11 17 14 71 14 143 9 4 78 12 25 0 38 17 27
6 13 16 71 30 161 15 2 85 13 24 0 37 21 28
13 18 15 75 27 152 8 2 69 13 21 0 41 22 26
9 15 15 63 26 168 16 1 77 16 23 NA 19 23 27
17 16 14 63 28 163 17 5 42 22 16 0 42 25 28
8 23 11 80 26 170 14 3 81 7 23 0 36 21 25
18 21 14 69 24 167 20 1 82 16 8 0 41 21 29
12 14 14 73 27 156 10 0 88 22 23 0 40 20 24
6 18 19 64 25 163 15 4 77 15 22 NA 34 19 29
6 17 13 65 29 161 12 4 55 19 23 0 33 21 26
10 17 15 84 28 167 9 5 80 17 25 0 17 19 24
8 16 17 63 25 165 7 2 84 17 9 0 21 23 26
14 21 14 61 29 160 9 3 67 26 23 0 39 8 29
7 17 17 70 25 168 4 3 78 8 26 0 37 19 24
6 21 16 72 14 167 19 5 79 13 21 0 35 21 24
4 13 14 64 28 163 9 5 68 25 11 NA 37 20 26
7 8 16 58 27 158 11 3 71 23 25 0 40 22 25
7 16 13 76 25 159 13 5 78 20 27 NA 42 23 26
6 16 15 67 28 166 12 4 84 23 22 0 36 14 25
7 14 13 68 26 154 9 1 73 23 23 NA 36 16 23
10 19 14 78 25 163 11 1 67 15 24 0 41 18 27
23 15 13 82 15 167 11 3 79 26 20 0 35 20 31
14 23 16 69 13 170 14 2 74 26 22 0 35 20 26
11 17 13 63 29 157 12 3 92 18 24 NA 18 17 29
11 9 14 77 27 171 15 5 79 29 20 0 31 19 26
18 18 15 66 29 163 15 1 74 14 11 NA 39 23 24
18 23 17 35 28 150 12 2 76 11 21 0 38 20 26
11 12 14 65 29 169 10 2 79 16 12 NA 18 17 26
13 16 14 67 27 157 11 3 80 11 26 NA 38 21 25
10 19 14 68 30 160 14 3 81 27 21 NA 17 22 27
16 14 16 79 25 171 13 1 69 5 25 NA 35 21 26
8 16 14 60 25 162 12 1 93 28 24 0 36 23 30
9 8 15 69 26 156 11 4 78 17 23 0 33 21 25
19 17 16 66 29 159 15 2 79 22 23 0 38 20 32
5 17 15 65 29 152 14 9 68 11 26 0 37 11 24
10 19 17 38 15 161 5 1 36 22 26 NA 17 11 28
19 22 14 73 12 154 21 2 76 20 23 NA 41 19 24
4 17 14 66 29 156 16 1 81 15 22 0 36 20 31
11 9 15 64 29 157 23 3 78 20 23 0 34 23 30
8 21 16 79 32 161 11 4 76 21 27 NA 36 22 30
8 14 16 68 27 157 14 5 83 30 22 0 19 10 26
4 15 17 70 13 155 9 4 83 15 19 0 37 19 25
13 8 12 83 29 173 13 5 82 19 23 0 18 19 28
7 14 17 67 26 164 23 1 71 18 23 NA 33 22 28
18 23 16 82 24 162 19 3 74 18 23 NA 39 23 26
16 19 15 69 25 165 9 1 69 19 25 0 35 19 27
6 18 17 67 26 169 11 5 70 21 21 0 39 11 27
8 21 17 72 26 158 28 3 84 31 21 0 18 15 28
6 16 13 71 29 157 14 3 66 22 23 NA 40 11 28
14 16 15 76 23 172 15 6 81 14 24 NA 37 19 24
9 19 17 71 24 156 11 4 76 24 22 0 38 18 27
15 20 16 70 28 158 7 4 38 17 20 NA 19 9 28
6 15 15 77 29 165 12 4 74 21 22 0 42 20 28
13 21 13 69 27 162 11 1 74 20 17 0 32 16 26
7 8 14 34 14 159 14 3 76 33 24 0 18 26 26
14 20 15 80 31 169 15 3 72 15 24 NA 33 21 28
10 14 13 71 27 168 8 5 66 25 20 0 35 17 24
8 16 14 72 30 159 9 4 67 16 22 NA 39 18 29
7 17 16 35 14 160 11 2 70 24 25 0 33 26 26
8 17 15 69 28 163 17 1 74 15 23 0 38 23 21
11 10 14 76 27 153 15 2 78 14 29 0 39 22 27
11 7 13 38 25 157 13 3 75 14 12 0 43 11 27
