"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 43 17 42 16 100 4.33
"2" "kukd" 329 0 0 1 NA 161 20 162 18 100 2.04
"3" "kuku" 1477 0 0 1 NA 783 45 780 47 100 1.89
"4" "pkd" 762 0 0 1 NA 352 25 350 27 100 2.16
"5" "pku" 1598 0 0 1 NA 973 95 972 56 100 1.64
"6" "pp" 14731 0 0 1 NA 3412 94 3419 85 100 4.32
"7" "tdkd" 73 0.03 NA 0.97 NA 42 16 40 15 100 1.74
"8" "tdku" 51 0 0 1 NA 24 7 24 7 100 2.12
"9" "tdp" 920 0 0 1 NA 425 34 427 26 100 2.16
"10" "tdtd" 170 0.03 NA 0.97 NA 103 34 98 36 100 1.65
"11" "tukd" 71 0.44 NA 0.6 NA 69 10 69 12 100 1.03
"12" "tuku" 1 0.49 NA 0.81 NA 1 1 0 0 100 1
"13" "tup" 345 0 0 1 NA 282 31 282 23 100 1.22
"14" "tutd" 67 0.61 NA 0.39 NA 69 12 70 11 100 0.97
"15" "tutu" 2593 0 0 1 NA 1711 77 1709 89 100 1.52
