"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 10 12 9 100 9.64
"2" "kukd" 126 0 0 1 NA 39 10 38 10 100 3.23
"3" "kuku" 489 0 0 1 NA 162 14 162 13 100 3.02
"4" "pkd" 291 0 0 1 NA 83 15 84 13 100 3.51
"5" "pku" 530 0 0 1 NA 201 21 200 20 100 2.64
"6" "pp" 7762 0 0 1 NA 754 36 752 36 100 10.29
"7" "tdkd" 11 0.16 NA 0.89 NA 6 5 5 4 100 1.83
"8" "tdku" 13 0.01 NA 0.99 NA 4 3 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 68 11 68 10 100 6.62
"10" "tdtd" 98 0 0 1 NA 14 13 10 9 100 7
"11" "tukd" 15 0.46 NA 0.64 NA 14 5 14 4 100 1.07
"12" "tuku" 0 1 NA 0.9 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 52 10 53 9 100 1.44
"14" "tutd" 13 0.17 NA 0.91 NA 9 3 9 4 100 1.44
"15" "tutu" 636 0 0 1 NA 303 21 304 19 100 2.1
