"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 64 19 63 19 100 3.34
"2" "kukd" 438 0 0 1 NA 246 26 246 24 100 1.78
"3" "kuku" 2103 0 0 1 NA 1251 54 1254 57 100 1.68
"4" "pkd" 981 0 0 1 NA 529 30 532 30 100 1.85
"5" "pku" 2297 0 0 1 NA 1579 75 1578 84 100 1.45
"6" "pp" 18008 0 0 1 NA 5471 111 5476 101 100 3.29
"7" "tdkd" 88 0.08 NA 0.93 NA 63 16 63 13 100 1.4
"8" "tdku" 76 0 0 1 NA 40 10 39 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 690 41 688 44 100 1.75
"10" "tdtd" 231 0.1 NA 0.9 NA 180 38 179 39 100 1.28
"11" "tukd" 111 0.52 NA 0.52 NA 111 13 111 15 100 1
"12" "tuku" 1 0.56 NA 0.75 NA 1 2 1 1 100 1
"13" "tup" 583 0.01 NA 0.99 NA 496 32 494 33 100 1.18
"14" "tutd" 123 0.58 NA 0.43 NA 126 20 126 18 100 0.98
"15" "tutu" 4391 0 0 1 NA 3162 113 3154 110 100 1.39
