"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 30 13 100 4.66
"2" "kukd" 234 0 0 1 NA 103 18 104 14 100 2.27
"3" "kuku" 1009 0 0 1 NA 473 34 474 35 100 2.13
"4" "pkd" 566 0 0 1 NA 226 20 226 21 100 2.5
"5" "pku" 1103 0 0 1 NA 580 61 585 41 100 1.9
"6" "pp" 11934 0 0 1 NA 2054 61 2052 69 100 5.81
"7" "tdkd" 37 0.18 NA 0.83 NA 25 13 23 13 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 232 20 230 19 100 2.88
"10" "tdtd" 133 0 0 1 NA 52 24 50 24 100 2.56
"11" "tukd" 46 0.41 NA 0.62 NA 43 9 42 9 100 1.07
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 101 0.97 NA 0.03 NA 161 22 161 18 100 0.63
"14" "tutd" 44 0.19 NA 0.85 NA 37 9 37 7 100 1.19
"15" "tutu" 1600 0 0 1 NA 916 40 920 42 100 1.75
