"group" "motif_type" "counts" "total_count"
"1" "others" 2 69
"1" "others" 3 15
"1" "others" 4 10
"1" "others" 5 7
"1" "others" 6 4
"1" "others" 7 3
"1" "others" 8 3
"1" "others" 9 4
"1" "others" 10 4
"1" "others" 14 1
"1" "others" 16 1
"1" "protein_complexes" 2 424
"1" "protein_complexes" 3 82
"1" "protein_complexes" 4 31
"1" "protein_complexes" 5 8
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 2
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 2
"1" "regulatory_triplets" 2 171
"1" "regulatory_triplets" 3 25
"1" "regulatory_triplets" 4 8
"1" "regulatory_triplets" 5 5
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 8 2
"1" "regulatory_triplets" 15 1
"1" "signaling_triplets" 2 214
"1" "signaling_triplets" 3 53
"1" "signaling_triplets" 4 10
"1" "signaling_triplets" 5 10
"1" "signaling_triplets" 6 1
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 8 2
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 10 1
"2" "others" 2 72
"2" "others" 3 23
"2" "others" 4 16
"2" "others" 5 6
"2" "others" 6 4
"2" "others" 7 1
"2" "others" 9 6
"2" "others" 10 1
"2" "others" 13 1
"2" "others" 19 1
"2" "others" 24 1
"2" "protein_complexes" 2 384
"2" "protein_complexes" 3 78
"2" "protein_complexes" 4 18
"2" "protein_complexes" 5 4
"2" "protein_complexes" 6 1
"2" "protein_complexes" 7 1
"2" "protein_complexes" 9 1
"2" "protein_complexes" 11 1
"2" "regulatory_triplets" 2 185
"2" "regulatory_triplets" 3 28
"2" "regulatory_triplets" 4 6
"2" "regulatory_triplets" 7 2
"2" "regulatory_triplets" 8 1
"2" "signaling_triplets" 2 228
"2" "signaling_triplets" 3 37
"2" "signaling_triplets" 4 10
"2" "signaling_triplets" 5 9
"2" "signaling_triplets" 6 4
"2" "signaling_triplets" 7 1
"3" "others" 2 78
"3" "others" 3 18
"3" "others" 4 3
"3" "others" 5 7
"3" "others" 6 1
"3" "others" 7 5
"3" "others" 9 2
"3" "others" 10 3
"3" "others" 12 1
"3" "others" 13 1
"3" "others" 14 1
"3" "others" 19 1
"3" "others" 22 1
"3" "others" 24 1
"3" "protein_complexes" 2 400
"3" "protein_complexes" 3 102
"3" "protein_complexes" 4 23
"3" "protein_complexes" 5 5
"3" "protein_complexes" 6 2
"3" "protein_complexes" 7 2
"3" "protein_complexes" 8 3
"3" "protein_complexes" 10 1
"3" "protein_complexes" 15 2
"3" "regulatory_triplets" 2 171
