"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 16 11 14 8 100 8.44
"2" "kukd" 126 0 0 1 NA 40 9 39 7 100 3.15
"3" "kuku" 489 0 0 1 NA 162 15 160 18 100 3.02
"4" "pkd" 291 0 0 1 NA 86 12 86 13 100 3.38
"5" "pku" 530 0 0 1 NA 198 27 201 21 100 2.68
"6" "pp" 7762 0 0 1 NA 749 40 750 38 100 10.36
"7" "tdkd" 11 0.26 NA 0.75 NA 8 7 6 5 100 1.38
"8" "tdku" 13 0 0 1 NA 3 2 3 1 100 4.33
"9" "tdp" 450 0 0 1 NA 69 12 68 11 100 6.52
"10" "tdtd" 98 0 0 1 NA 12 11 9 9 100 8.17
"11" "tukd" 15 0.51 NA 0.57 NA 15 5 15 4 100 1
"12" "tuku" 0 1 NA 0.86 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 53 9 53 9 100 1.42
"14" "tutd" 13 0.19 NA 0.9 NA 9 4 9 3 100 1.44
"15" "tutu" 636 0 0 1 NA 303 20 301 20 100 2.1
