"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 19 40 19 100 4.23
"2" "kukd" 314 0 0 1 NA 151 21 147 18 100 2.08
"3" "kuku" 1399 0 0 1 NA 733 50 727 52 100 1.91
"4" "pkd" 734 0 0 1 NA 332 25 335 24 100 2.21
"5" "pku" 1514 0 0 1 NA 908 51 904 56 100 1.67
"6" "pp" 14281 0 0 1 NA 3154 76 3148 68 100 4.53
"7" "tdkd" 73 0.03 NA 0.97 NA 40 15 37 12 100 1.82
"8" "tdku" 46 0 0 1 NA 22 6 22 5 100 2.09
"9" "tdp" 861 0 0 1 NA 385 30 382 30 100 2.24
"10" "tdtd" 168 0.01 NA 0.99 NA 93 33 88 34 100 1.81
"11" "tukd" 63 0.52 NA 0.53 NA 63 11 63 9 100 1
"12" "tuku" 1 0.49 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 316 0.02 NA 0.98 NA 260 30 262 21 100 1.22
"14" "tutd" 61 0.66 NA 0.36 NA 65 12 64 13 100 0.94
"15" "tutu" 2400 0 0 1 NA 1554 71 1552 67 100 1.54
