"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 5 12 4 100 3.08
"2" "kukd" 21 0.12 NA 0.96 NA 17 4 18 3 100 1.24
"3" "kuku" 16 0.31 NA 0.88 NA 15 2 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 70 10 70 7 100 1.43
"5" "pku" 31 0.05 NA 0.97 NA 25 5 27 3 100 1.24
"6" "pp" 227 0 0 1 NA 163 8 164 7 100 1.39
"7" "tdkd" 12 0.58 NA 0.49 NA 13 5 13 5 100 0.92
"8" "tdku" 5 0.31 NA 0.84 NA 4 2 3 1 100 1.25
"9" "tdp" 93 0.04 NA 0.96 NA 77 11 78 7 100 1.21
"10" "tdtd" 22 0.24 NA 0.79 NA 18 6 18 4 100 1.22
"11" "tukd" 16 0.87 NA 0.14 NA 21 5 22 3 100 0.76
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0 0 1 NA 35 6 36 3 100 1.26
"14" "tutd" 8 0.99 NA 0.02 NA 19 5 21 4 100 0.42
"15" "tutu" 30 0.1 NA 0.96 NA 26 2 26 2 100 1.15
