"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 55 18 53 19 100 3.71
"2" "kukd" 399 0 0 1 NA 203 32 203 30 100 1.97
"3" "kuku" 1873 0 0 1 NA 1068 70 1064 63 100 1.75
"4" "pkd" 901 0 0 1 NA 453 27 454 32 100 1.99
"5" "pku" 2031 0 0 1 NA 1330 82 1328 87 100 1.53
"6" "pp" 16685 0 0 1 NA 4596 89 4599 98 100 3.63
"7" "tdkd" 82 0.0600000000000001 NA 0.94 NA 55 15 54 12 100 1.49
"8" "tdku" 65 0 0 1 NA 34 9 34 8 100 1.91
"9" "tdp" 1082 0 0 1 NA 587 37 586 33 100 1.84
"10" "tdtd" 221 0.05 NA 0.95 NA 154 40 158 43 100 1.44
"11" "tukd" 99 0.3 NA 0.73 NA 91 15 92 13 100 1.09
"12" "tuku" 1 0.61 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 402 36 402 34 100 1.24
"14" "tutd" 102 0.53 NA 0.5 NA 103 16 102 14 100 0.99
"15" "tutu" 3575 0 0 1 NA 2487 85 2492 83 100 1.44
