"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 33 14 32 14 100 4.52
"2" "kukd" 234 0 0 1 NA 106 18 107 14 100 2.21
"3" "kuku" 1009 0 0 1 NA 476 32 476 38 100 2.12
"4" "pkd" 566 0 0 1 NA 223 18 220 21 100 2.54
"5" "pku" 1103 0 0 1 NA 571 54 578 40 100 1.93
"6" "pp" 11934 0 0 1 NA 2043 52 2040 58 100 5.84
"7" "tdkd" 37 0.19 NA 0.81 NA 27 12 24 10 100 1.37
"8" "tdku" 30 0 0 1 NA 12 5 12 4 100 2.5
"9" "tdp" 668 0 0 1 NA 237 18 237 16 100 2.82
"10" "tdtd" 133 0.01 NA 0.99 NA 52 25 48 26 100 2.56
"11" "tukd" 46 0.32 NA 0.73 NA 42 8 40 8 100 1.1
"12" "tuku" 0 1 NA 0.59 NA 1 1 0 0 100 0
"13" "tup" 101 0.99 NA 0.01 NA 157 17 158 17 100 0.64
"14" "tutd" 44 0.23 NA 0.79 NA 37 9 37 9 100 1.19
"15" "tutu" 1600 0 0 1 NA 926 44 924 47 100 1.73
