"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 23 39 16 100 4.23
"2" "kukd" 314 0 0 1 NA 152 23 152 19 100 2.07
"3" "kuku" 1399 0 0 1 NA 733 44 734 40 100 1.91
"4" "pkd" 734 0 0 1 NA 330 28 326 30 100 2.22
"5" "pku" 1514 0 0 1 NA 905 57 904 55 100 1.67
"6" "pp" 14281 0 0 1 NA 3162 88 3169 82 100 4.52
"7" "tdkd" 73 0.03 NA 0.98 NA 41 14 38 14 100 1.78
"8" "tdku" 46 0 0 1 NA 23 7 22 7 100 2
"9" "tdp" 861 0 0 1 NA 387 27 385 27 100 2.22
"10" "tdtd" 168 0.03 NA 0.97 NA 95 31 91 31 100 1.77
"11" "tukd" 63 0.6 NA 0.42 NA 65 11 66 12 100 0.97
"12" "tuku" 1 0.48 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 316 0.02 NA 0.98 NA 264 25 266 29 100 1.2
"14" "tutd" 61 0.56 NA 0.48 NA 61 11 62 11 100 1
"15" "tutu" 2400 0 0 1 NA 1555 63 1554 68 100 1.54
