"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 12 3 12 3 100 3.67
"2" "kukd" 19 0.02 NA 1 NA 13 4 15 3 100 1.46
"3" "kuku" 15 0.18 NA 0.97 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 97 16 98 8 100 1.58
"5" "pku" 28 0.08 NA 0.97 NA 22 6 24 3 100 1.27
"6" "pp" 660 0 0 1 NA 440 10 440 11 100 1.5
"7" "tdkd" 14 0.26 NA 0.82 NA 12 4 11 3 100 1.17
"8" "tdku" 10 0.08 NA 0.97 NA 6 2 6 3 100 1.67
"9" "tdp" 206 0 0 1 NA 165 13 166 10 100 1.25
"10" "tdtd" 24 0.12 NA 0.9 NA 18 5 17 5 100 1.33
"11" "tukd" 5 0.63 NA 0.62 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.52 NA 0.8 NA 13 3 15 1 100 1.15
"14" "tutd" 5 0.84 NA 0.3 NA 8 3 8 3 100 0.62
"15" "tutu" 9 0.68 NA 1 NA 9 0 9 0 100 1
