"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.05 NA 0.96 NA 12 4 12 3 100 1.58
"2" "kukd" 139 0 0 1 NA 100 14 101 15 100 1.39
"3" "kuku" 876 0 0 1 NA 586 44 586 42 100 1.49
"4" "pkd" 299 0.01 NA 1 NA 257 16 254 13 100 1.16
"5" "pku" 1102 0 0 1 NA 964 60 965 52 100 1.14
"6" "pp" 4469 0 0 1 NA 3494 67 3490 67 100 1.28
"7" "tdkd" 12 0.79 NA 0.25 NA 15 4 15 4 100 0.8
"8" "tdku" 18 0.63 NA 0.39 NA 21 7 21 7 100 0.86
"9" "tdp" 325 0.87 NA 0.15 NA 342 17 342 16 100 0.95
"10" "tdtd" 10 0.97 NA 0.05 NA 17 4 17 3 100 0.59
"11" "tukd" 48 0.81 NA 0.25 NA 53 8 54 7 100 0.91
"12" "tuku" 1 0.44 NA 0.79 NA 1 1 0 0 100 1
"13" "tup" 297 0.7 NA 0.3 NA 311 39 314 32 100 0.95
"14" "tutd" 66 0.62 NA 0.44 NA 69 12 68 10 100 0.96
"15" "tutu" 2397 0 0 1 NA 1541 69 1545 61 100 1.56
