"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
106 267 1179 481 1461 5358 59 41 687 132 145 1 494 133 3032
36 217 1197 515 1553 5494 90 59 726 222 117 2 560 116 3421
82 257 1287 535 1602 5473 35 45 705 182 110 5 523 119 3250
59 285 1353 558 1692 5514 57 31 678 119 107 1 539 145 3118
95 254 1284 481 1614 5353 79 60 721 242 127 2 507 129 3124
49 284 1373 542 1675 5505 60 37 685 207 94 NA 449 121 3229
88 286 1340 568 1518 5293 81 18 740 207 108 3 487 168 3239
78 212 1224 525 1644 5704 59 40 665 86 126 2 499 118 3236
49 203 1256 520 1876 5610 56 61 720 256 104 7 485 129 3120
64 209 1388 508 1695 5543 42 29 645 181 121 2 522 107 3252
79 225 1239 487 1593 5477 69 53 719 139 133 NA 494 160 3159
62 242 1180 521 1423 5558 78 54 616 179 87 NA 567 121 3286
41 229 1312 491 802 5413 55 44 689 152 124 1 507 107 3237
62 251 1345 531 1535 5402 17 50 655 178 119 NA 449 115 3216
70 283 1262 532 1500 5569 86 34 684 134 105 1 450 118 3103
74 278 1217 539 1591 5527 52 37 690 227 110 NA 553 91 3255
66 270 1245 545 1650 5664 81 44 663 136 101 2 511 123 3086
59 234 1280 503 1532 5408 53 33 709 170 124 1 445 126 3244
110 258 1282 532 1620 5667 61 41 733 267 95 1 574 115 3208
49 264 1271 501 1563 5474 48 33 683 182 118 5 491 123 3232
76 310 1335 614 1702 5510 77 35 705 216 111 1 483 112 3276
63 261 1271 500 1643 5317 56 44 682 184 86 1 490 113 3249
99 260 1219 501 1577 5518 73 32 641 181 95 7 551 133 3217
77 260 1273 492 1697 5412 65 39 717 151 93 5 479 101 3036
65 233 1245 490 1544 5459 40 31 677 200 110 3 468 119 3043
63 209 1294 521 1583 5420 33 39 633 269 100 NA 447 186 3161
44 226 1195 488 1559 5455 51 50 692 207 133 3 507 109 3063
38 203 1196 531 1420 5468 105 25 706 151 101 3 533 116 3117
47 119 1292 476 1641 5578 72 37 609 218 109 1 497 100 3245
47 240 1195 557 1533 5317 86 38 665 165 92 4 455 134 3005
96 251 1217 535 1465 5523 48 43 658 190 120 NA 534 131 3355
70 252 1215 541 1711 5358 54 31 634 168 119 1 484 112 3047
86 112 1239 551 1548 5438 55 43 663 244 108 3 524 128 3070
40 218 1220 502 1607 5514 58 27 725 142 112 NA 465 126 3145
45 248 1255 461 1480 5566 68 31 652 136 139 NA 521 136 2963
46 231 1245 464 1623 5635 60 34 690 184 93 NA 527 103 3108
66 266 1226 522 1428 5496 73 40 652 114 125 2 498 140 2945
118 295 1250 573 1558 5556 76 39 690 159 123 4 478 158 3000
41 239 1185 519 1441 5231 66 46 633 143 104 1 466 131 3065
56 214 1292 489 1645 5697 76 43 676 184 106 2 510 97 3238
64 220 1239 516 1660 5384 74 54 713 267 108 NA 479 142 3144
42 256 1211 613 1559 5241 100 33 734 152 121 1 500 168 3238
76 279 1317 520 1534 5480 47 41 679 113 110 1 517 101 3074
91 260 1277 557 1511 5280 50 56 632 164 118 2 498 99 3118
83 264 1275 556 1648 5471 70 65 710 187 113 3 499 111 3132
61 201 1218 490 1562 5514 78 24 705 251 102 1 432 135 3217
51 256 1276 501 1520 5166 55 43 697 200 109 NA 509 182 3205
44 202 1137 517 1407 5453 78 42 723 119 100 1 480 133 3185
83 220 1355 556 1639 5582 70 33 652 171 117 2 536 123 3057
57 236 1216 484 1416 5354 84 56 714 200 97 NA 539 95 3296
56 251 1282 494 1610 5538 49 60 681 201 108 2 492 139 3148
56 209 1192 457 1617 5473 80 18 750 182 135 NA 510 100 3215
70 225 1230 524 1441 5536 95 47 728 127 101 1 536 121 3081
87 282 1285 499 1662 5297 79 40 676 185 93 NA 468 118 3136
73 231 1229 565 1654 5629 101 48 663 172 108 1 568 135 3255
77 279 1222 565 1692 5414 81 49 662 103 118 NA 557 157 3201
62 261 1292 492 1632 5522 49 44 676 113 104 NA 484 130 3052
42 243 1189 253 1610 5403 64 37 653 317 120 1 463 159 3205
60 220 1249 467 1488 5434 41 37 740 259 120 4 489 131 3203
50 226 1307 504 1570 5354 63 53 696 182 107 NA 488 103 3043
52 250 1224 511 1475 5412 64 31 676 193 134 1 447 103 3208
125 289 1240 538 1601 5483 61 28 655 138 121 1 539 136 3028
33 200 1223 490 1570 5577 71 40 685 309 97 2 559 102 3111
36 282 1339 521 1575 5742 68 52 689 215 92 NA 487 152 3372
95 289 1249 565 1581 5478 57 13 637 108 101 1 543 143 3167
75 267 1190 577 1581 5315 82 40 730 116 93 NA 538 121 3368
41 231 1403 528 1715 5549 64 39 663 168 111 1 529 147 3333
32 248 1251 527 1492 5598 100 40 644 188 107 3 543 129 3156
62 259 1231 529 1486 5465 69 31 662 237 123 6 511 126 3159
72 195 1235 520 1645 5372 73 33 730 196 111 1 513 148 3191
21 192 1224 479 1421 5352 87 38 714 152 125 NA 535 138 3080
62 234 1138 567 1570 5639 51 30 639 154 123 NA 502 106 3248
77 251 1198 530 1487 5707 81 41 719 250 115 1 544 104 3125
56 251 1254 487 1521 5455 86 49 639 270 117 4 535 128 3353
62 250 1264 560 1627 5508 65 45 713 182 132 1 531 125 3041
33 232 1252 486 1500 5656 51 40 727 147 99 5 519 101 3248
61 280 1336 489 1511 5365 70 43 739 126 111 3 480 126 3117
63 283 1228 538 1627 5371 86 30 659 178 111 7 233 123 3282
42 214 1273 522 1675 5558 64 27 671 129 129 4 545 129 3170
34 267 1335 558 1603 5300 85 31 713 178 117 3 484 115 3400
51 251 1254 532 1554 5422 95 43 749 287 103 2 473 112 3493
50 234 1170 536 1521 5577 57 44 696 111 84 3 435 140 3194
48 278 1274 518 1562 5394 67 42 700 185 120 1 482 112 3334
72 255 1298 549 1699 5703 55 39 661 218 116 NA 559 112 3120
73 255 1194 597 1591 5403 76 43 706 118 106 3 558 136 3303
30 259 1310 463 1493 5573 68 44 710 130 127 1 479 127 3086
63 123 1249 557 1565 5429 69 38 683 185 132 1 511 142 3361
80 226 1377 467 1678 5578 86 33 705 133 120 2 497 147 3142
56 223 1305 502 1565 5776 44 35 647 209 110 3 457 121 3136
100 275 1322 580 1616 5550 76 34 725 177 116 1 503 115 3128
53 242 1237 466 1606 5421 27 28 665 207 121 5 518 132 2970
36 232 1275 537 1620 5343 57 54 660 172 107 3 492 125 3160
61 226 1253 488 1557 5600 51 25 662 157 110 2 464 107 3192
79 248 1214 483 1539 5488 39 33 642 259 96 1 520 116 3044
73 242 1215 560 1534 5234 62 46 731 178 98 NA 503 140 3207
55 238 1193 469 1471 5382 77 45 714 233 117 3 515 131 3129
88 265 1180 580 1533 5556 101 36 731 173 104 NA 565 132 3292
26 252 1339 496 1696 5556 74 63 660 219 99 1 523 120 3063
59 228 1214 490 1685 5492 55 43 747 151 85 NA 453 91 3148
32 205 1157 492 1366 5392 31 35 643 269 135 1 507 143 3105
