"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 63 21 62 21 100 3.4
"2" "kukd" 438 0 0 1 NA 242 34 248 28 100 1.81
"3" "kuku" 2103 0 0 1 NA 1255 55 1249 50 100 1.68
"4" "pkd" 981 0 0 1 NA 518 44 520 42 100 1.89
"5" "pku" 2297 0 0 1 NA 1567 115 1570 86 100 1.47
"6" "pp" 18008 0 0 1 NA 5478 121 5478 118 100 3.29
"7" "tdkd" 88 0.08 NA 0.92 NA 66 17 66 17 100 1.33
"8" "tdku" 76 0 0 1 NA 40 10 40 9 100 1.9
"9" "tdp" 1205 0 0 1 NA 686 34 685 41 100 1.76
"10" "tdtd" 231 0.17 NA 0.83 NA 183 49 181 44 100 1.26
"11" "tukd" 111 0.49 NA 0.56 NA 111 13 110 14 100 1
"12" "tuku" 1 0.74 NA 0.58 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 502 43 503 36 100 1.16
"14" "tutd" 123 0.55 NA 0.49 NA 126 19 125 16 100 0.98
"15" "tutu" 4391 0 0 1 NA 3174 107 3160 114 100 1.38
