"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 25 11 24 11 100 5.68
"2" "kukd" 208 0 0 1 NA 86 17 86 14 100 2.42
"3" "kuku" 908 0 0 1 NA 395 30 394 28 100 2.3
"4" "pkd" 484 0 0 1 NA 190 19 190 14 100 2.55
"5" "pku" 995 0 0 1 NA 491 42 491 37 100 2.03
"6" "pp" 11218 0 0 1 NA 1750 52 1752 50 100 6.41
"7" "tdkd" 36 0.08 NA 0.93 NA 21 11 18 10 100 1.71
"8" "tdku" 27 0 0 1 NA 11 5 10 4 100 2.45
"9" "tdp" 620 0 0 1 NA 196 16 194 13 100 3.16
"10" "tdtd" 124 0 0 1 NA 39 23 32 18 100 3.18
"11" "tukd" 39 0.28 NA 0.76 NA 34 9 33 9 100 1.15
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 132 19 132 16 100 1.29
"14" "tutd" 37 0.08 NA 0.93 NA 27 7 27 7 100 1.37
"15" "tutu" 1371 0 0 1 NA 763 41 764 39 100 1.8
