"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 16 60 17 100 3.45
"2" "kukd" 438 0 0 1 NA 242 26 240 19 100 1.81
"3" "kuku" 2103 0 0 1 NA 1260 63 1256 71 100 1.67
"4" "pkd" 981 0 0 1 NA 525 31 526 36 100 1.87
"5" "pku" 2297 0 0 1 NA 1583 81 1582 73 100 1.45
"6" "pp" 18008 0 0 1 NA 5487 106 5486 99 100 3.28
"7" "tdkd" 88 0.12 NA 0.88 NA 66 17 66 14 100 1.33
"8" "tdku" 76 0 0 1 NA 40 10 40 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 697 37 697 30 100 1.73
"10" "tdtd" 231 0.15 NA 0.85 NA 186 49 182 47 100 1.24
"11" "tukd" 111 0.47 NA 0.54 NA 111 14 109 13 100 1
"12" "tuku" 1 0.71 NA 0.69 NA 1 1 1 1 100 1
"13" "tup" 583 0 0 1 NA 490 35 490 36 100 1.19
"14" "tutd" 123 0.6 NA 0.43 NA 128 15 128 16 100 0.96
"15" "tutu" 4391 0 0 1 NA 3177 115 3175 119 100 1.38
