"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
10 105 456 139 485 957 15 20 90 11 17 133 28 752 NA
9 72 495 125 547 907 11 12 112 10 31 89 33 699 0
10 118 458 133 510 991 9 12 96 11 29 92 30 696 0
13 61 521 102 534 933 9 4 114 10 21 96 22 731 0
9 81 435 103 540 920 12 9 104 4 18 114 31 752 1
7 54 446 97 538 956 11 8 106 11 32 89 33 732 1
10 79 474 119 508 916 12 15 108 10 30 113 39 728 NA
7 95 473 118 485 959 16 13 99 5 29 84 42 688 NA
6 77 478 93 507 917 9 13 108 10 31 108 22 719 3
12 69 411 101 520 875 15 6 96 13 33 127 17 768 NA
8 77 442 123 532 912 5 7 94 12 28 109 30 695 NA
11 64 454 126 569 1015 13 11 111 16 26 122 35 736 1
8 92 419 111 503 916 10 5 121 11 18 137 32 747 1
7 72 454 121 545 1003 8 10 101 10 31 107 18 781 1
8 71 421 108 407 918 5 9 99 6 23 120 14 728 1
11 75 459 86 485 960 3 3 108 10 15 106 26 705 NA
6 57 479 84 516 893 9 4 94 11 37 93 33 773 1
6 81 467 111 502 941 12 11 117 11 24 113 26 754 NA
7 70 504 95 516 942 9 13 96 10 49 41 25 743 NA
9 62 398 103 379 906 14 6 106 8 35 110 21 750 1
12 76 430 117 509 931 12 15 99 6 24 99 24 742 0
9 99 508 116 559 960 14 11 114 9 37 132 15 713 0
10 62 477 107 483 891 8 3 108 8 30 74 16 716 0
7 83 472 124 509 907 12 22 89 7 26 86 29 705 NA
5 64 421 113 482 944 8 10 114 7 31 91 28 692 1
9 76 402 68 514 904 5 13 97 22 12 102 21 664 NA
7 60 450 107 513 978 7 12 104 12 21 81 13 713 NA
6 79 481 118 501 896 2 3 105 14 25 125 29 716 0
16 79 484 99 531 934 13 13 113 9 20 112 27 739 NA
11 73 432 101 439 871 9 11 123 10 34 93 33 680 NA
7 67 434 101 524 951 17 13 116 11 41 115 51 628 0
9 63 482 102 533 919 17 13 112 9 33 100 25 717 3
3 59 466 96 465 898 5 4 123 6 43 112 22 630 NA
3 56 433 109 534 926 9 10 112 11 28 101 27 643 NA
5 78 481 101 498 892 7 8 95 10 24 143 25 771 NA
2 76 426 106 360 862 7 10 118 8 33 140 18 779 2
7 64 472 103 472 897 9 12 113 9 33 91 27 698 0
8 77 408 96 507 864 16 19 109 12 27 103 34 717 6
10 91 416 100 487 904 7 16 105 16 31 91 20 692 1
10 67 443 103 525 956 15 16 121 11 32 106 26 704 0
5 80 474 109 445 916 17 24 124 5 30 117 28 644 1
8 82 476 102 469 925 5 12 117 8 23 115 31 790 1
8 78 428 119 456 859 11 16 118 9 30 136 28 804 NA
6 89 475 68 555 895 9 10 132 5 35 119 26 684 0
10 85 440 111 488 943 12 15 115 11 23 121 28 688 NA
8 70 509 116 483 882 10 7 109 7 29 41 45 689 NA
6 72 451 109 472 859 16 11 125 11 36 92 28 777 NA
5 82 428 142 512 972 15 7 120 11 23 111 26 687 1
5 86 485 109 487 971 12 13 88 10 29 100 31 679 1
5 71 457 117 580 1017 5 16 107 11 38 136 28 711 0
6 82 446 102 542 894 4 7 124 10 26 111 22 798 NA
10 99 493 135 482 903 20 13 124 9 25 97 23 717 NA
9 85 414 117 513 959 11 10 107 8 19 77 34 688 0
3 87 403 109 428 891 10 9 106 7 21 82 23 711 1
12 75 513 87 524 932 11 10 92 9 27 143 10 688 NA
10 65 414 112 458 934 13 11 112 12 17 98 22 732 NA
4 70 414 103 485 970 5 8 104 6 32 94 11 698 1
7 74 468 126 501 927 23 24 109 10 20 113 26 716 1
7 58 449 106 497 852 5 10 112 9 25 101 29 675 1
6 84 449 128 553 923 5 9 96 9 25 92 30 692 NA
