"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
19 15 11 74 18 131 13 7 78 21 12 16 7 9 NA
8 15 10 91 20 114 26 8 81 33 9 16 7 9 0
15 17 10 85 10 121 34 11 75 35 9 14 11 9 0
27 14 10 87 9 121 16 5 87 23 9 14 9 10 0
20 15 11 80 21 121 12 9 88 29 10 8 12 11 0
12 14 9 84 19 119 17 9 73 29 11 8 14 11 0
11 17 10 68 17 114 27 7 88 23 11 13 13 10 NA
13 13 12 86 10 126 23 6 71 19 8 17 11 9 NA
15 17 12 78 21 117 16 8 68 29 12 19 15 9 0
21 19 11 76 19 122 34 11 90 21 11 17 6 9 NA
8 14 12 76 9 121 19 7 78 32 9 16 10 9 NA
17 17 12 87 11 114 21 6 75 30 10 15 11 10 0
13 16 11 90 20 122 20 5 85 28 7 9 13 10 0
14 19 10 84 20 121 21 9 51 42 10 17 6 8 0
13 17 11 88 18 127 28 8 92 31 10 13 11 10 0
12 15 11 59 9 127 24 5 48 26 9 6 11 11 NA
4 15 11 82 10 117 29 6 99 34 11 8 15 9 0
9 15 11 72 21 125 20 7 70 33 9 15 11 10 NA
9 8 9 70 20 118 30 7 77 37 5 13 5 10 NA
14 11 10 97 18 138 29 4 82 18 9 16 11 10 0
4 15 12 90 21 113 26 3 81 35 2 16 7 10 0
15 10 11 91 22 125 33 7 75 16 9 17 10 9 0
7 14 12 79 9 126 21 8 86 31 9 14 10 10 0
13 6 12 82 19 115 22 8 78 26 9 17 11 13 NA
10 15 11 77 9 113 18 3 94 28 5 14 5 11 0
23 16 11 82 21 123 25 5 85 42 10 9 14 11 NA
15 17 11 73 20 116 19 5 85 26 5 15 5 9 NA
8 15 9 76 18 130 22 7 73 39 8 15 13 10 0
12 15 11 77 21 130 17 7 82 15 10 16 13 11 NA
12 7 11 77 10 138 31 9 88 31 4 14 10 11 NA
10 18 11 86 10 131 46 9 88 33 10 15 11 10 0
9 8 12 79 19 134 27 2 75 29 12 11 9 11 0
7 8 12 79 19 119 20 9 86 25 9 7 5 10 NA
8 15 11 82 18 123 28 3 87 20 11 12 11 10 NA
16 16 11 81 21 125 8 2 76 29 3 8 13 12 NA
13 13 11 82 9 125 12 6 83 18 8 15 12 11 0
9 17 11 85 19 124 23 11 78 21 10 15 9 11 0
7 15 10 74 7 132 27 7 43 30 11 17 13 9 0
14 14 12 63 18 119 24 4 74 33 11 18 9 9 0
20 20 11 96 7 116 28 10 94 26 9 5 10 9 0
15 6 11 73 19 129 38 7 70 19 10 17 9 11 0
10 11 10 75 21 119 33 9 84 30 9 18 11 11 0
15 15 11 79 20 111 34 7 77 29 11 17 6 10 NA
23 18 11 84 17 130 26 3 94 19 4 17 9 9 0
17 15 12 86 19 119 25 12 87 25 10 17 10 11 NA
6 11 12 87 17 120 14 3 84 30 11 15 13 10 NA
10 8 12 77 21 130 29 7 83 25 7 14 6 9 NA
13 14 10 77 17 113 26 10 86 33 7 15 12 9 0
8 10 9 73 21 122 18 8 87 36 7 8 11 10 0
