"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.01 NA 0.99 NA 12 3 11 3 100 1.58
"2" "kukd" 139 0 0 1 NA 99 12 99 10 100 1.4
"3" "kuku" 876 0 0 1 NA 583 38 586 39 100 1.5
"4" "pkd" 299 0 0 1 NA 254 14 254 17 100 1.18
"5" "pku" 1102 0.02 NA 0.98 NA 960 63 952 62 100 1.15
"6" "pp" 4469 0 0 1 NA 3507 86 3506 89 100 1.27
"7" "tdkd" 12 0.78 NA 0.25 NA 15 4 15 4 100 0.8
"8" "tdku" 18 0.64 NA 0.4 NA 20 7 19 7 100 0.9
"9" "tdp" 325 0.88 NA 0.14 NA 343 17 344 20 100 0.95
"10" "tdtd" 10 0.96 NA 0.07 NA 16 4 16 4 100 0.62
"11" "tukd" 48 0.73 NA 0.3 NA 54 9 54 10 100 0.89
"12" "tuku" 1 0.5 NA 0.84 NA 1 1 0 1 100 1
"13" "tup" 297 0.64 NA 0.36 NA 309 30 312 29 100 0.96
"14" "tutd" 66 0.59 NA 0.45 NA 68 12 68 13 100 0.97
"15" "tutu" 2397 0 0 1 NA 1542 76 1534 88 100 1.55
