"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 45 17 44 19 100 4.18
"2" "kukd" 350 0 0 1 NA 172 27 174 21 100 2.03
"3" "kuku" 1567 0 0 1 NA 844 52 844 55 100 1.86
"4" "pkd" 800 0 0 1 NA 375 26 376 27 100 2.13
"5" "pku" 1701 0 0 1 NA 1055 84 1060 58 100 1.61
"6" "pp" 15175 0 0 1 NA 3664 77 3662 90 100 4.14
"7" "tdkd" 74 0.04 NA 0.96 NA 47 15 46 14 100 1.57
"8" "tdku" 52 0 0 1 NA 26 7 26 6 100 2
"9" "tdp" 949 0 0 1 NA 461 31 462 35 100 2.06
"10" "tdtd" 175 0.05 NA 0.95 NA 110 35 106 30 100 1.59
"11" "tukd" 75 0.48 NA 0.54 NA 75 12 74 10 100 1
"12" "tuku" 1 0.44 NA 0.83 NA 1 1 0 0 100 1
"13" "tup" 375 0 0 1 NA 306 34 309 24 100 1.23
"14" "tutd" 76 0.58 NA 0.46 NA 77 14 77 15 100 0.99
"15" "tutu" 2807 0 0 1 NA 1876 90 1872 93 100 1.5
