"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 17 50 19 100 3.94
"2" "kukd" 365 0 0 1 NA 187 23 185 18 100 1.95
"3" "kuku" 1646 0 0 1 NA 898 54 892 62 100 1.83
"4" "pkd" 826 0 0 1 NA 395 28 394 24 100 2.09
"5" "pku" 1786 0 0 1 NA 1114 86 1113 62 100 1.6
"6" "pp" 15595 0 0 1 NA 3912 93 3912 98 100 3.99
"7" "tdkd" 76 0.07 NA 0.94 NA 52 18 50 13 100 1.46
"8" "tdku" 56 0 0 1 NA 28 8 28 8 100 2
"9" "tdp" 995 0 0 1 NA 501 37 500 38 100 1.99
"10" "tdtd" 186 0.08 NA 0.93 NA 121 38 116 39 100 1.54
"11" "tukd" 86 0.4 NA 0.61 NA 83 11 82 12 100 1.04
"12" "tuku" 1 0.6 NA 0.79 NA 1 1 1 1 100 1
"13" "tup" 411 0.01 NA 0.99 NA 333 30 332 29 100 1.23
"14" "tutd" 82 0.53 NA 0.48 NA 83 14 84 14 100 0.99
"15" "tutu" 3014 0 0 1 NA 2030 89 2026 94 100 1.48
