"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
34 137 816 340 1075 3732 42 25 468 99 61 240 65 1887 NA
34 121 895 340 992 3677 47 30 479 135 93 303 64 1678 1
73 174 817 414 1042 3594 53 16 493 134 69 290 71 1724 1
41 157 729 358 1028 3696 34 21 456 82 69 302 73 1812 3
21 148 859 394 1164 3684 46 32 469 59 78 319 76 1882 NA
43 145 767 355 998 3553 25 28 478 177 62 301 77 1904 3
61 166 926 405 1204 3629 72 22 452 113 73 327 64 1766 2
23 163 874 364 1269 3685 75 45 430 56 93 324 89 1822 2
79 191 829 402 1048 3572 66 14 421 119 54 333 83 1695 NA
38 143 806 400 1070 3677 60 18 474 128 74 346 86 1842 NA
30 202 826 367 1023 3601 43 23 470 79 66 294 102 1933 1
39 160 831 402 1030 3600 40 32 440 118 68 354 74 1836 NA
18 165 864 386 1115 3739 37 22 449 175 89 339 87 1930 NA
47 193 925 421 1104 3743 60 25 507 120 88 326 81 1927 2
39 167 846 362 1007 3646 46 31 409 128 82 332 58 1889 NA
35 193 931 385 1045 3662 55 29 468 95 80 340 78 1781 3
40 155 815 388 1061 3794 50 16 430 126 83 314 64 1730 1
30 141 881 376 1201 3739 40 22 480 128 78 296 92 1901 1
26 143 877 412 1115 3883 59 24 409 143 51 291 109 1769 1
53 203 884 394 997 3611 72 33 408 120 81 317 73 1940 1
50 182 825 398 1214 3771 35 22 455 124 77 264 60 1756 3
50 180 812 402 1057 3705 56 21 419 107 101 336 67 2031 1
44 203 802 386 1047 3641 29 32 395 118 79 312 107 1940 NA
21 190 821 359 1083 3627 49 28 452 185 71 281 60 1876 NA
40 202 808 377 1010 3695 56 22 415 122 92 337 65 1811 1
37 193 878 356 1066 3678 65 35 415 109 89 332 32 1815 1
36 164 800 393 1065 3623 39 25 494 140 77 352 83 1924 1
18 195 816 382 1150 3714 53 26 508 175 80 308 76 1945 NA
50 148 837 365 1054 3713 55 23 460 72 60 290 92 1938 NA
52 166 827 359 995 3780 39 21 454 190 60 279 68 1826 2
35 166 784 353 1014 3635 42 35 450 80 74 318 80 1879 3
25 188 804 395 1029 3548 26 27 439 141 64 303 59 1858 NA
44 198 914 386 1258 3568 77 25 405 146 71 320 60 1915 NA
38 159 852 413 1019 3626 62 26 418 73 55 260 79 1892 NA
63 178 931 359 1006 3611 55 22 479 76 71 387 87 1963 1
64 170 809 374 1020 3721 43 22 478 119 68 347 85 1791 1
50 184 771 398 994 3639 34 32 454 81 59 331 61 1880 4
54 170 849 365 1105 3759 53 36 494 88 70 276 91 1866 2
25 164 886 321 1028 3570 43 15 447 127 71 285 80 1777 NA
