"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 38 16 36 15 100 4.87
"2" "kukd" 287 0 0 1 NA 139 21 140 18 100 2.06
"3" "kuku" 1305 0 0 1 NA 668 40 670 43 100 1.95
"4" "pkd" 691 0 0 1 NA 303 31 302 27 100 2.28
"5" "pku" 1416 0 0 1 NA 822 74 826 52 100 1.72
"6" "pp" 13875 0 0 1 NA 2911 84 2909 91 100 4.77
"7" "tdkd" 64 0.03 NA 0.97 NA 36 13 34 13 100 1.78
"8" "tdku" 43 0 0 1 NA 19 6 19 6 100 2.26
"9" "tdp" 818 0 0 1 NA 355 23 356 23 100 2.3
"10" "tdtd" 164 0.03 NA 0.97 NA 81 34 72 26 100 2.02
"11" "tukd" 58 0.43 NA 0.61 NA 57 10 56 10 100 1.02
"12" "tuku" 1 0.41 NA 0.86 NA 1 1 0 0 100 1
"13" "tup" 291 0.01 NA 0.99 NA 235 23 233 20 100 1.24
"14" "tutd" 55 0.57 NA 0.47 NA 56 10 56 8 100 0.98
"15" "tutu" 2209 0 0 1 NA 1401 68 1400 78 100 1.58
