"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 16 52 17 100 3.87
"2" "kukd" 389 0 0 1 NA 202 24 202 22 100 1.93
"3" "kuku" 1804 0 0 1 NA 1007 61 1018 66 100 1.79
"4" "pkd" 878 0 0 1 NA 433 29 428 24 100 2.03
"5" "pku" 1954 0 0 1 NA 1261 77 1264 79 100 1.55
"6" "pp" 16317 0 0 1 NA 4386 101 4386 94 100 3.72
"7" "tdkd" 79 0.12 NA 0.89 NA 57 18 55 18 100 1.39
"8" "tdku" 62 0 0 1 NA 32 9 33 10 100 1.94
"9" "tdp" 1056 0 0 1 NA 568 36 566 29 100 1.86
"10" "tdtd" 218 0.0600000000000001 NA 0.95 NA 153 42 150 42 100 1.42
"11" "tukd" 93 0.45 NA 0.61 NA 89 12 89 10 100 1.04
"12" "tuku" 1 0.47 NA 0.78 NA 1 2 0 0 100 1
"13" "tup" 460 0 0 1 NA 376 36 376 27 100 1.22
"14" "tutd" 94 0.59 NA 0.42 NA 96 18 96 18 100 0.98
"15" "tutu" 3387 0 0 1 NA 2342 81 2344 76 100 1.45
