"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.04 NA 0.97 NA 10 3 10 3 100 1.5
"2" "kukd" 104 0.01 NA 0.99 NA 70 12 70 10 100 1.49
"3" "kuku" 613 0 0 1 NA 399 30 398 28 100 1.54
"4" "pkd" 187 0 0 1 NA 129 12 129 12 100 1.45
"5" "pku" 722 0 0 1 NA 497 43 496 43 100 1.45
"6" "pp" 1764 0 0 1 NA 1369 48 1376 51 100 1.29
"7" "tdkd" 16 0.56 NA 0.47 NA 17 5 17 4 100 0.94
"8" "tdku" 39 0 0 1 NA 20 7 20 7 100 1.95
"9" "tdp" 298 0.02 NA 0.99 NA 257 24 258 16 100 1.16
"10" "tdtd" 21 0.95 NA 0.1 NA 27 5 27 4 100 0.78
"11" "tukd" 26 0.62 NA 0.43 NA 28 8 28 7 100 0.93
"12" "tuku" 0 1 NA 0.68 NA 0 1 0 0 100 NA
"13" "tup" 177 0.03 NA 0.97 NA 142 19 142 18 100 1.25
"14" "tutd" 62 0.42 NA 0.6 NA 59 13 59 13 100 1.05
"15" "tutu" 1075 0 0 1 NA 777 55 772 62 100 1.38
