"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 37 14 35 15 100 5
"2" "kukd" 287 0 0 1 NA 139 20 140 15 100 2.06
"3" "kuku" 1305 0 0 1 NA 667 39 670 41 100 1.96
"4" "pkd" 691 0 0 1 NA 299 24 297 27 100 2.31
"5" "pku" 1416 0 0 1 NA 834 48 838 48 100 1.7
"6" "pp" 13875 0 0 1 NA 2911 76 2911 70 100 4.77
"7" "tdkd" 64 0.0600000000000001 NA 0.95 NA 38 15 36 14 100 1.68
"8" "tdku" 43 0 0 1 NA 20 7 19 7 100 2.15
"9" "tdp" 818 0 0 1 NA 355 28 354 27 100 2.3
"10" "tdtd" 164 0.01 NA 0.99 NA 82 29 80 30 100 2
"11" "tukd" 58 0.59 NA 0.44 NA 60 10 60 10 100 0.97
"12" "tuku" 1 0.48 NA 0.88 NA 1 1 0 0 100 1
"13" "tup" 291 0 0 1 NA 236 26 235 25 100 1.23
"14" "tutd" 55 0.59 NA 0.44 NA 57 11 57 10 100 0.96
"15" "tutu" 2209 0 0 1 NA 1390 58 1394 56 100 1.59
