"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.38 NA 0.76 NA 8 2 8 1 100 1.12
"2" "kukd" 155 0 0 1 NA 73 16 74 14 100 2.12
"3" "kuku" 932 0 0 1 NA 451 34 454 38 100 2.07
"4" "pkd" 109 0.59 NA 0.43 NA 111 14 111 13 100 0.98
"5" "pku" 1195 0 0 1 NA 502 47 501 42 100 2.38
"6" "pp" 1478 0 0 1 NA 922 42 917 38 100 1.6
"7" "tdkd" 20 0 0 1 NA 10 3 11 3 100 2
"8" "tdku" 30 0 0 1 NA 12 5 11 4 100 2.5
"9" "tdp" 145 0 0 1 NA 109 11 109 10 100 1.33
"10" "tdtd" 11 0.49 NA 0.62 NA 11 3 10 3 100 1
"11" "tukd" 35 0.15 NA 0.87 NA 27 8 27 7 100 1.3
"12" "tuku" 1 0.22 NA 0.94 NA 0 1 0 0 100 Inf
"13" "tup" 146 0.01 NA 1 NA 107 17 108 16 100 1.36
"14" "tutd" 12 0.96 NA 0.04 NA 26 7 26 7 100 0.46
"15" "tutu" 770 0.11 NA 0.89 NA 711 45 709 52 100 1.08
