"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
6 75 480 104 578 982 11 21 102 12 45 137 39 732 NA
12 81 513 122 477 897 10 16 103 10 22 93 35 715 NA
8 73 439 98 432 932 11 13 98 15 34 91 28 660 NA
7 75 459 110 523 957 12 11 111 14 23 101 33 640 0
10 95 472 138 465 868 7 13 110 10 21 87 25 666 0
9 74 500 87 539 942 12 11 100 11 17 97 22 819 0
4 88 415 117 491 918 8 14 104 12 25 101 24 732 NA
11 71 434 65 450 898 13 6 100 10 18 105 22 691 NA
9 68 454 104 508 937 12 9 96 9 32 106 32 726 0
9 76 396 96 394 835 14 16 113 13 26 130 20 785 1
8 74 501 117 503 885 6 10 110 9 35 110 19 689 1
3 62 424 93 546 1023 7 12 124 12 30 123 26 650 0
8 59 454 95 571 967 10 23 116 10 41 123 22 719 NA
6 89 475 108 463 876 11 13 102 14 16 118 18 666 1
9 64 521 120 577 917 10 11 113 10 12 92 15 745 NA
7 74 470 117 473 888 13 7 114 13 25 94 22 672 0
9 83 484 113 512 928 5 15 111 13 25 104 25 743 0
6 77 467 123 476 880 7 9 89 10 29 106 29 746 1
10 85 463 120 489 931 12 15 110 17 36 97 27 715 0
10 58 440 109 508 898 12 12 107 6 34 125 21 661 2
11 61 443 98 512 915 11 16 107 5 36 97 25 752 0
7 89 477 97 501 931 2 11 111 9 26 117 18 702 NA
8 92 408 132 406 888 7 5 112 10 40 110 17 746 3
7 56 474 97 521 902 3 11 124 15 32 113 39 724 3
6 89 474 128 524 917 14 23 133 8 11 98 26 682 1
11 67 422 119 485 892 6 15 87 10 10 115 28 729 0
7 101 463 112 473 961 7 21 119 14 29 121 25 786 0
3 79 367 115 526 1058 8 8 106 10 21 98 22 706 NA
14 82 425 111 487 911 11 11 103 7 33 115 25 698 0
12 70 487 111 549 899 6 3 123 10 29 122 33 690 0
6 80 380 113 453 901 8 16 92 8 30 99 26 710 1
4 71 478 131 581 910 5 11 117 3 25 105 24 710 NA
7 71 487 96 487 940 9 6 113 24 41 104 38 765 2
9 47 428 104 484 922 9 10 99 6 27 72 18 705 0
9 49 427 91 413 915 9 8 107 11 17 117 13 720 1
10 84 437 118 488 944 11 5 121 9 23 54 21 754 NA
4 53 398 101 466 941 11 17 117 16 23 123 33 760 0
6 66 413 104 516 913 8 7 109 7 9 74 27 658 NA
7 71 501 117 568 910 14 10 111 9 28 97 29 669 0
4 72 411 117 414 913 12 2 108 12 36 137 24 681 1
7 31 459 109 487 924 11 20 110 10 33 118 27 645 2
7 76 452 92 485 887 8 10 113 7 21 115 28 783 NA
10 35 414 108 455 960 12 10 99 12 30 104 33 685 NA
8 68 465 60 557 1013 14 28 119 7 32 83 15 727 1
8 74 462 114 480 954 8 13 112 13 31 111 35 627 0
8 88 426 101 531 943 13 22 109 10 21 97 25 731 NA
8 95 455 117 514 883 12 11 113 12 45 108 35 773 1
5 77 514 111 505 849 9 15 86 13 27 99 30 680 0
7 83 486 125 573 975 7 17 115 7 29 89 28 684 NA
9 84 396 95 438 891 11 9 131 11 27 137 42 750 NA
8 58 438 116 485 933 16 21 113 7 35 114 20 761 0
7 67 417 99 518 906 5 14 114 9 30 106 26 707 0
8 80 422 106 492 843 13 9 109 13 33 104 19 668 NA
11 59 450 95 503 945 13 9 124 13 16 109 23 681 0
6 73 505 99 543 964 12 12 95 13 17 58 31 649 0
11 65 473 107 444 992 11 15 135 14 22 101 30 671 1
12 71 485 113 576 943 10 13 102 9 29 94 14 766 0
12 91 440 125 511 928 13 12 117 8 21 98 30 777 0
7 73 439 134 524 934 7 7 112 10 21 87 20 638 0
8 73 453 100 499 974 5 9 99 11 25 121 19 667 0
9 75 464 113 563 933 17 17 107 9 26 103 30 669 0
8 94 459 124 475 861 11 15 102 9 30 126 20 761 0
10 101 487 112 579 927 13 9 95 9 27 100 9 618 3
8 71 474 120 448 862 10 13 92 14 22 48 9 680 NA
11 104 468 108 490 986 8 13 107 10 32 109 23 639 NA
7 80 428 142 572 920 10 14 104 7 23 122 28 743 1
7 65 433 108 473 943 11 10 118 14 15 111 26 704 0
7 63 421 118 453 878 13 17 108 12 31 98 33 659 NA
8 84 477 110 486 855 15 8 102 7 29 85 29 679 NA
6 69 425 92 501 875 11 2 103 6 22 88 22 777 0
6 77 386 117 548 999 10 13 100 10 23 131 31 763 0
7 84 425 126 487 870 14 15 101 11 23 122 23 652 NA
3 63 532 110 495 898 16 14 108 11 21 116 20 714 NA
8 70 401 110 473 1013 9 17 112 12 42 98 33 743 NA
6 87 427 116 486 913 17 19 129 11 30 97 15 739 0
8 81 490 121 548 962 13 5 95 14 30 121 30 736 NA
8 78 479 131 546 925 12 11 95 10 31 114 30 661 NA
6 29 490 108 605 980 7 17 100 11 33 110 30 783 0
4 62 492 137 566 973 9 8 107 13 41 110 29 695 NA
8 76 475 99 559 920 9 2 114 11 14 95 33 679 NA
9 79 412 103 504 907 19 11 118 14 27 123 28 713 0
8 86 455 129 501 910 11 11 94 17 22 146 29 803 0
4 76 470 110 415 819 10 8 105 11 29 118 21 789 0
10 64 431 119 401 890 11 7 121 16 17 133 35 672 NA
12 24 406 94 473 910 7 4 117 7 42 117 47 650 NA
11 95 431 134 475 925 13 23 96 12 28 126 17 720 1
6 89 432 121 572 901 11 15 111 10 31 90 21 657 NA
9 79 427 105 436 896 11 10 94 9 36 120 22 707 1
9 63 475 96 521 896 7 9 98 13 25 115 11 766 NA
7 40 479 120 525 971 10 16 94 7 22 121 36 702 NA
6 88 437 113 546 904 12 9 109 17 37 118 43 734 NA
6 87 487 124 457 889 9 7 104 11 29 93 10 678 0
10 57 452 101 502 870 9 14 113 7 16 107 37 713 NA
10 37 461 117 535 1003 6 10 135 8 26 109 30 790 NA
12 102 457 125 553 917 5 7 126 13 29 86 21 728 1
7 95 436 105 517 928 11 11 127 15 22 115 19 692 NA
12 75 391 133 436 946 9 27 105 8 27 101 23 738 NA
9 73 408 108 475 923 5 14 114 12 24 143 29 708 1
9 68 483 123 471 869 11 9 128 10 29 114 29 762 NA
6 79 432 104 593 915 9 5 128 8 18 109 23 703 0
