"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 11 4 100 3.08
"2" "kukd" 21 0 0 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.14 NA 0.99 NA 11 1 11 1 100 1.09
"4" "pkd" 128 0 0 1 NA 79 9 80 6 100 1.62
"5" "pku" 12 0.8 NA 0.2 NA 17 4 19 2 100 0.71
"6" "pp" 193 0 0 1 NA 122 6 121 4 100 1.58
"7" "tdkd" 28 0.17 NA 0.86 NA 22 7 22 6 100 1.27
"8" "tdku" 10 0.12 NA 0.96 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0.01 NA 0.99 NA 80 13 83 9 100 1.25
"10" "tdtd" 34 0.24 NA 0.81 NA 28 7 28 8 100 1.21
"11" "tukd" 8 0.76 NA 0.38 NA 9 2 9 1 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.08 NA 0.99 NA 14 4 15 3 100 1.36
"14" "tutd" 4 1 NA 0.04 NA 10 3 11 3 100 0.4
"15" "tutu" 11 0.29 NA 0.91 NA 10 1 10 1 100 1.1
