"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 21 60 20 100 3.57
"2" "kukd" 432 0 0 1 NA 234 30 233 24 100 1.85
"3" "kuku" 2049 0 0 1 NA 1197 58 1196 61 100 1.71
"4" "pkd" 963 0 0 1 NA 504 30 504 30 100 1.91
"5" "pku" 2240 0 0 1 NA 1512 77 1512 73 100 1.48
"6" "pp" 17671 0 0 1 NA 5258 115 5247 96 100 3.36
"7" "tdkd" 87 0.08 NA 0.93 NA 62 16 64 15 100 1.4
"8" "tdku" 72 0 0 1 NA 39 8 39 6 100 1.85
"9" "tdp" 1179 0 0 1 NA 664 44 671 41 100 1.78
"10" "tdtd" 229 0.16 NA 0.84 NA 183 49 175 51 100 1.25
"11" "tukd" 107 0.4 NA 0.64 NA 105 13 104 15 100 1.02
"12" "tuku" 1 0.67 NA 0.65 NA 2 2 1 1 100 0.5
"13" "tup" 566 0.01 NA 0.99 NA 475 40 476 30 100 1.19
"14" "tutd" 120 0.54 NA 0.51 NA 122 18 120 17 100 0.98
"15" "tutu" 4171 0 0 1 NA 2993 112 2989 93 100 1.39
