"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 56 20 53 18 100 3.73
"2" "kukd" 414 0 0 1 NA 213 30 216 23 100 1.94
"3" "kuku" 1935 0 0 1 NA 1112 61 1102 69 100 1.74
"4" "pkd" 924 0 0 1 NA 464 34 461 34 100 1.99
"5" "pku" 2103 0 0 1 NA 1393 110 1392 87 100 1.51
"6" "pp" 17027 0 0 1 NA 4829 111 4820 96 100 3.53
"7" "tdkd" 84 0.09 NA 0.92 NA 57 18 56 19 100 1.47
"8" "tdku" 70 0 0 1 NA 35 8 36 8 100 2
"9" "tdp" 1111 0 0 1 NA 616 33 618 35 100 1.8
"10" "tdtd" 223 0.03 NA 0.97 NA 155 39 152 40 100 1.44
"11" "tukd" 102 0.39 NA 0.65 NA 98 15 98 15 100 1.04
"12" "tuku" 1 0.68 NA 0.67 NA 1 1 1 1 100 1
"13" "tup" 521 0.01 NA 0.99 NA 429 39 427 32 100 1.21
"14" "tutd" 110 0.51 NA 0.51 NA 108 20 110 16 100 1.02
"15" "tutu" 3800 0 0 1 NA 2662 94 2652 73 100 1.43
