"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 18 47 16 100 4.02
"2" "kukd" 368 0 0 1 NA 192 25 192 20 100 1.92
"3" "kuku" 1717 0 0 1 NA 943 50 946 49 100 1.82
"4" "pkd" 845 0 0 1 NA 412 28 415 24 100 2.05
"5" "pku" 1853 0 0 1 NA 1185 58 1183 60 100 1.56
"6" "pp" 15943 0 0 1 NA 4147 91 4140 98 100 3.84
"7" "tdkd" 78 0.1 NA 0.9 NA 51 18 50 17 100 1.53
"8" "tdku" 57 0 0 1 NA 30 9 30 8 100 1.9
"9" "tdp" 1021 0 0 1 NA 528 36 530 36 100 1.93
"10" "tdtd" 200 0.1 NA 0.9 NA 144 37 136 39 100 1.39
"11" "tukd" 88 0.45 NA 0.63 NA 86 12 86 10 100 1.02
"12" "tuku" 1 0.63 NA 0.72 NA 1 2 1 1 100 1
"13" "tup" 430 0.02 NA 0.98 NA 356 38 358 27 100 1.21
"14" "tutd" 91 0.46 NA 0.55 NA 90 15 90 14 100 1.01
"15" "tutu" 3201 0 0 1 NA 2177 81 2178 85 100 1.47
