"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
161 272 1281 606 1395 10874 25 33 700 177 58 1 352 75 2573
131 300 1266 628 1362 10528 63 34 758 141 71 1 362 79 2632
94 238 1266 547 1368 10792 55 43 769 178 72 NA 374 73 2617
92 302 1325 628 1451 10808 66 57 731 94 64 1 363 74 2552
117 256 1265 542 1383 10829 44 49 743 117 78 1 357 72 2648
124 259 1281 625 1376 10765 59 54 725 119 66 1 344 79 2639
93 263 1289 572 1368 10619 65 53 741 141 61 NA 353 77 2624
103 239 1235 559 1359 10835 56 46 681 116 67 1 357 77 2627
74 264 1290 575 1427 10842 58 56 802 145 67 1 357 68 2637
120 262 1306 590 1389 11136 58 47 777 138 68 NA 369 86 2696
94 274 1267 623 1405 10945 63 44 785 156 71 1 352 71 2669
110 275 1343 617 1449 10769 45 51 697 154 62 1 331 72 2616
168 271 1247 583 1386 10789 48 38 815 134 65 1 329 33 2634
152 266 1223 588 1328 10623 63 49 746 102 65 1 318 39 2599
135 230 1212 557 1288 10921 53 50 625 179 57 1 342 81 2625
116 256 1279 595 1415 10712 48 49 687 175 65 1 347 73 2597
133 250 1298 588 1389 10934 61 52 697 149 78 1 363 74 2638
57 271 1245 509 1337 10618 54 53 715 149 63 1 348 83 2601
108 276 1268 585 1364 10554 62 46 697 208 58 NA 360 69 2622
112 268 1245 560 1357 10866 41 42 722 74 61 1 342 72 2731
69 245 1265 581 1382 10755 45 39 686 122 68 1 350 77 2689
98 252 1282 519 1402 11041 44 46 749 140 68 1 368 81 2661
113 221 1191 509 1294 10881 45 39 710 136 67 1 352 70 2567
157 264 1253 596 1382 11072 39 49 603 120 61 1 339 74 2641
66 263 1218 566 1335 10760 52 47 644 174 68 1 368 74 2650
125 238 1258 574 1351 10599 56 39 709 125 67 NA 356 77 2666
147 277 1310 607 1436 11021 71 46 771 88 65 NA 363 69 2634
176 266 1295 626 1425 10880 66 52 632 109 69 1 361 71 2576
68 253 1274 570 1378 11045 61 50 675 166 61 1 336 83 2605
74 284 1241 570 1370 10548 68 41 748 103 75 1 334 71 2635
159 285 1307 639 1458 11085 60 40 685 186 72 1 344 85 2661
171 273 1288 613 1426 10903 51 44 756 169 72 1 360 58 2605
121 282 1318 634 1422 10780 55 48 756 172 75 1 349 73 2672
149 282 1278 585 1396 10562 45 44 738 202 63 NA 363 69 2647
163 293 1260 642 1399 10939 61 37 749 135 63 1 177 67 2622
70 242 1250 558 1331 10797 61 46 765 160 68 NA 318 77 2636
130 260 1279 540 1393 11023 70 44 738 131 70 NA 349 65 2605
141 289 1265 593 1368 10841 55 45 682 136 59 1 346 77 2703
193 273 1265 634 1350 10922 49 46 682 125 71 1 348 81 2674
131 249 1221 582 1303 10835 50 47 713 140 73 NA 335 78 2697
159 265 1259 642 1340 10590 60 43 728 165 70 NA 339 75 2583
126 247 1261 576 1376 11032 35 46 665 143 62 1 351 76 2655
129 244 1244 539 1330 10991 43 46 653 159 67 1 329 75 2658
172 270 1287 615 1401 10969 44 42 764 146 71 1 345 79 2642
181 270 1310 607 1396 10746 60 45 750 150 80 NA 367 76 2680
151 261 1269 594 1425 10920 58 48 734 136 54 1 365 75 2648
131 289 1290 608 1403 11102 67 53 782 140 73 1 348 76 2612
103 268 1269 580 1389 10956 55 51 703 154 71 NA 334 72 2579
177 274 1296 576 1410 11134 55 47 691 116 75 NA 346 74 2614
170 262 1247 617 1367 11013 57 43 717 114 67 1 185 82 2664
126 257 1266 575 1370 10994 37 41 718 124 53 NA 343 72 2663
172 268 1237 595 1374 11028 43 47 731 103 65 1 367 36 2632
134 272 1302 621 1418 11037 48 48 677 153 62 NA 340 81 2666
140 248 1227 557 1360 10734 45 44 697 161 74 NA 339 69 2641
105 260 1262 560 1354 10749 57 53 738 116 67 NA 341 77 2683
102 241 1189 544 1336 10671 60 54 632 82 62 1 358 71 2658
141 275 1301 594 1436 11118 59 43 761 174 79 1 358 69 2643
135 250 1214 577 1326 10900 45 41 726 122 65 1 341 68 2593
167 252 1221 550 1337 10841 16 50 669 160 64 NA 329 76 2626
130 265 1315 623 1431 11109 49 49 648 71 66 1 359 80 2649
156 261 1256 629 1313 10787 53 40 695 50 60 1 171 73 2616
111 257 1231 569 1353 10849 45 48 710 75 69 1 356 67 2532
121 260 1262 617 1383 11160 58 44 749 165 72 NA 375 69 2678
149 265 1223 591 1379 10759 57 58 732 76 62 1 337 80 2616
149 270 1255 618 1322 10820 51 49 684 188 80 1 368 69 2612
94 264 1240 556 1396 10730 41 55 757 146 76 NA 343 81 2689
173 271 1257 589 1363 11072 30 42 627 159 73 1 360 77 2679
178 264 1248 606 1351 10718 43 47 734 99 67 1 349 77 2678
141 259 1230 592 1342 10757 48 48 677 178 76 1 357 75 2633
120 261 1232 573 1316 11013 35 38 764 146 65 NA 332 73 2605
152 280 1259 616 1368 10683 54 49 774 156 70 1 324 70 2619
118 270 1296 606 1397 10842 36 45 718 110 64 1 347 67 2697
146 278 1278 631 1383 10880 53 48 733 134 58 NA 331 64 2678
147 283 1286 596 1389 11041 53 49 636 171 66 1 357 75 2647
