"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
24 213 1200 445 1484 4728 47 35 524 45 109 6 522 121 3036
24 234 1134 408 1488 4736 38 20 499 53 119 1 433 139 3116
23 215 1146 382 1623 4762 31 43 540 52 98 4 503 110 3041
22 204 1222 405 1556 4737 29 42 458 42 103 NA 534 105 3194
31 214 1083 442 1509 4835 35 27 497 56 111 NA 537 131 3018
25 172 1201 372 1596 4709 18 33 567 50 100 6 521 118 3179
30 218 1208 398 1597 4748 21 58 562 61 97 1 485 97 3167
25 204 1164 390 1440 4598 42 19 535 41 110 1 484 90 3051
24 206 1175 420 1628 4705 30 36 489 54 87 NA 498 100 2932
20 117 1183 445 1471 4793 30 49 482 35 90 2 487 131 2993
15 196 1151 370 1492 4725 27 33 553 42 94 NA 488 111 3058
31 205 1254 442 1503 4688 37 36 560 57 106 2 533 123 2886
27 193 1184 389 1549 4976 25 42 489 49 118 3 471 115 2898
29 204 1111 399 1628 4929 33 32 577 53 107 1 490 115 3132
24 194 1070 421 1587 4824 33 52 547 49 107 NA 491 122 2997
26 206 1149 426 1540 4735 37 43 564 50 105 1 510 126 3014
26 238 1228 418 1521 4790 35 37 568 43 114 1 465 106 3192
22 193 1117 412 1605 4847 37 28 541 45 106 4 442 103 2906
22 197 1137 418 1526 4860 36 37 540 50 110 NA 494 125 2754
20 222 1136 441 1530 4891 31 44 525 45 91 1 483 121 3108
26 188 1048 398 1516 4752 29 35 522 47 91 NA 554 120 3163
22 209 1069 406 1421 4724 29 40 534 43 112 NA 467 114 3000
20 192 1099 409 1496 4814 28 49 521 52 84 1 467 102 3011
26 197 1052 405 1480 4560 27 25 533 40 88 NA 445 147 3167
22 180 1205 410 1609 4867 38 34 528 43 126 NA 476 82 3001
32 238 1175 424 1632 4727 27 46 528 46 95 3 551 139 3089
29 201 1162 405 1408 4667 39 58 558 46 103 1 524 119 3056
25 217 1120 427 1606 4797 24 44 530 59 101 NA 490 122 2883
17 226 1153 406 1633 4782 36 33 497 47 105 3 430 128 2941
16 188 1123 200 1405 4638 29 51 536 46 79 NA 487 137 2838
27 193 1121 413 1513 4688 39 55 532 56 99 NA 514 122 2969
19 187 1164 395 1540 4642 26 28 516 54 117 NA 478 129 3284
20 209 1207 419 1537 4812 30 36 533 53 92 1 461 123 2945
15 186 1222 411 1723 4757 28 43 473 33 107 NA 485 122 3014
33 213 1243 383 1552 4652 34 36 564 53 108 5 557 110 2976
21 194 1115 390 1408 4596 39 44 549 50 107 5 520 113 3059
28 212 1143 402 1416 4824 40 40 513 45 95 NA 534 119 3214
21 194 1148 418 1527 4825 44 33 503 48 114 1 492 124 2997
27 192 1109 400 1464 4841 36 35 566 47 99 1 507 117 3307
27 241 1244 400 1507 4763 35 30 549 50 106 NA 505 132 2944
20 171 1093 368 1455 4760 35 34 540 51 108 4 470 119 3111
24 219 1091 412 1542 4817 43 41 489 52 98 NA 505 112 2974
32 221 1229 425 1741 4889 37 39 512 59 102 NA 449 117 2997
25 199 1141 444 1374 4735 40 34 507 51 123 2 538 108 3016
24 187 1174 403 1593 4752 35 53 542 52 121 1 486 106 2916
19 207 1201 450 1672 4667 38 35 525 47 126 1 523 109 3052
18 204 1146 440 1481 4752 36 42 555 45 126 2 577 106 3200
25 236 1130 412 1499 4810 39 30 547 50 113 1 482 109 3117
30 184 1188 401 1605 4765 37 40 524 53 100 NA 477 106 3116
22 214 1186 406 1566 4818 38 14 505 57 98 1 494 146 3123
