"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 38 18 36 14 100 4.74
"2" "kukd" 266 0 0 1 NA 129 18 128 15 100 2.06
"3" "kuku" 1216 0 0 1 NA 607 46 602 43 100 2
"4" "pkd" 653 0 0 1 NA 274 29 276 24 100 2.38
"5" "pku" 1320 0 0 1 NA 757 52 764 53 100 1.74
"6" "pp" 13269 0 0 1 NA 2629 73 2626 82 100 5.05
"7" "tdkd" 61 0.03 NA 0.97 NA 32 13 30 12 100 1.91
"8" "tdku" 38 0 0 1 NA 17 6 18 4 100 2.24
"9" "tdp" 766 0 0 1 NA 312 27 310 25 100 2.46
"10" "tdtd" 157 0.01 NA 0.99 NA 72 28 71 27 100 2.18
"11" "tukd" 53 0.53 NA 0.55 NA 52 10 53 9 100 1.02
"12" "tuku" 0 1 NA 0.64 NA 0 1 0 0 100 NA
"13" "tup" 266 0.04 NA 0.97 NA 210 28 211 22 100 1.27
"14" "tutd" 52 0.49 NA 0.53 NA 50 11 51 10 100 1.04
"15" "tutu" 2005 0 0 1 NA 1237 55 1245 52 100 1.62
