"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
81 143 848 327 1092 3227 26 26 364 61 62 1 255 79 1063
41 172 883 326 1140 3296 66 19 389 59 46 NA 224 53 1086
57 184 862 355 1029 3109 34 24 380 67 29 NA 226 60 1011
33 188 812 305 1057 3189 49 25 430 87 54 NA 243 58 1114
28 192 1043 371 1182 3090 19 28 416 89 56 1 258 57 1036
46 140 876 365 1128 3291 40 18 391 53 57 2 214 67 1052
44 173 825 326 1142 3358 26 13 410 56 60 2 216 66 994
42 169 837 333 1006 3182 24 23 345 67 54 NA 255 52 1074
65 202 836 352 1087 3178 37 20 402 106 79 NA 216 65 925
40 153 841 337 1146 3074 25 15 421 74 54 3 239 55 1082
44 164 852 310 1072 3224 19 18 399 57 58 NA 280 42 954
70 179 808 341 1035 3224 27 34 400 94 68 1 266 49 1004
33 171 834 350 1006 3188 29 32 423 65 54 4 226 71 1089
29 225 943 368 1136 3209 55 12 355 70 50 3 245 83 998
42 143 860 340 1179 3404 47 30 417 56 56 NA 209 54 1114
34 153 815 296 1048 3237 31 21 389 44 74 1 222 17 941
51 159 979 324 1077 3082 29 30 369 81 65 1 256 50 866
26 140 804 308 1047 3153 55 43 355 106 55 4 227 48 1105
63 188 819 382 1107 3306 42 30 389 64 54 NA 201 57 1044
46 170 954 335 1148 3181 37 14 386 76 49 NA 186 58 1019
38 179 842 352 1183 3215 24 29 354 53 49 1 250 51 1016
41 179 861 374 1067 3332 35 37 373 92 55 NA 278 57 973
48 168 931 316 1141 3185 36 33 365 82 74 1 255 66 973
37 198 806 344 1076 3163 52 39 413 92 60 NA 227 49 987
39 167 882 341 1146 3163 17 8 393 94 40 2 248 26 1038
25 163 767 306 981 2981 51 21 378 40 62 3 229 73 996
30 195 818 327 950 3168 33 23 374 58 59 2 252 46 988
88 179 831 289 1051 3183 28 20 337 43 57 2 224 55 1050
69 173 901 367 1046 3181 30 30 424 91 63 1 241 57 1080
59 148 919 336 1074 3284 34 22 421 108 63 NA 250 55 1065
36 166 866 339 1026 3166 33 19 413 80 53 2 195 46 1043
38 139 874 163 1089 3320 25 25 432 58 58 2 301 71 1059
40 183 864 326 1027 3257 21 26 317 52 70 1 236 55 946
42 207 865 325 925 3272 15 34 350 111 48 1 224 45 1074
44 186 850 377 1159 3645 46 19 391 134 66 1 251 44 990
29 166 915 348 1100 3275 46 13 397 97 81 2 235 53 1129
38 178 860 359 1023 3200 18 9 403 69 50 NA 240 45 986
53 198 909 356 1193 3307 31 17 384 51 59 NA 252 47 1086
25 148 848 324 1029 3146 62 19 378 62 61 4 216 55 1043
40 184 869 348 1086 3231 26 19 421 48 53 NA 248 59 1135
57 163 911 352 1112 3277 58 24 407 76 63 NA 255 52 1154
36 169 847 339 1117 3249 23 44 410 99 55 NA 251 45 1057
24 164 857 324 1013 3119 17 7 367 69 62 1 263 48 1104
46 148 841 349 1150 3159 26 23 381 54 75 1 193 69 1178
34 185 939 351 1146 3318 33 23 374 86 85 1 248 59 1127
61 178 875 359 980 3185 25 27 382 42 52 NA 221 50 1102
50 198 796 374 915 3264 36 12 418 83 31 NA 262 73 1093
31 150 902 349 1143 3298 30 21 377 127 55 1 276 69 1146
24 147 834 295 1207 3080 29 25 369 99 60 NA 218 44 1012
51 206 843 352 998 3220 16 18 387 91 63 1 264 65 1055
32 144 811 297 1051 3187 31 30 373 60 68 1 220 51 1071
55 167 773 316 1035 3327 49 30 382 61 54 4 262 41 1121
45 167 751 329 1000 3292 37 10 405 60 58 NA 215 52 992
26 158 880 347 1094 3155 18 11 405 58 60 1 240 64 1030
26 131 798 334 998 3264 27 15 390 70 48 NA 219 64 1042
41 207 880 341 1129 3160 38 18 356 61 61 NA 209 59 1026
47 166 915 354 1158 3343 52 20 419 108 64 NA 203 50 1043
55 193 901 337 1081 3311 25 20 403 71 67 NA 252 74 975
44 180 916 341 1138 3226 46 26 416 73 48 4 245 59 1022
22 148 928 309 1261 3364 50 34 372 55 68 1 201 47 999
24 189 983 307 1191 3224 25 17 344 88 41 1 274 52 993
28 162 844 306 1119 3136 28 34 329 86 72 1 225 44 996
29 189 926 329 1095 3308 48 21 404 59 67 NA 232 67 933
33 83 875 331 1141 3367 22 31 436 61 80 1 203 27 1007
27 157 933 335 1081 3187 23 36 373 77 57 NA 242 73 1031
36 144 803 311 1094 3305 28 8 369 90 60 NA 209 42 1004
57 181 820 380 1047 3257 62 21 437 75 64 1 228 60 900
67 217 936 350 1091 3231 48 28 400 69 43 3 221 32 1006
52 168 878 361 1036 3069 27 21 439 94 42 1 239 64 1059
19 156 895 299 1165 3346 17 21 326 61 66 NA 217 68 956
62 226 837 356 1101 3322 48 20 394 103 66 NA 224 25 1142
42 187 847 300 1042 3124 27 27 383 85 51 NA 220 80 1034
53 136 854 312 1137 3111 29 26 397 90 70 NA 214 56 996
63 149 772 346 1064 3136 33 21 420 68 75 6 286 47 1024
18 135 885 312 1017 3129 54 31 439 61 50 2 235 51 959
57 157 852 332 1038 3280 29 7 404 77 69 3 259 30 1015
33 143 914 307 1141 3431 29 24 376 71 61 2 243 24 1095
40 178 802 362 1057 3131 41 22 388 57 71 NA 237 53 1072
51 177 808 358 1042 3134 22 27 394 53 62 1 234 63 1022
58 198 873 385 1183 3349 11 13 413 61 62 3 221 33 1109
16 163 791 372 1026 3181 27 9 354 74 65 NA 114 64 994
57 191 974 361 1071 3062 44 16 380 87 75 NA 236 51 1070
70 183 903 353 1110 3195 37 20 328 85 50 2 276 56 1044
22 161 850 329 1045 3220 41 9 431 104 57 3 257 64 1068
42 181 999 314 1265 3179 34 30 388 65 41 10 217 38 923
47 173 813 350 1033 3165 34 16 421 44 61 NA 199 61 1011
49 163 838 394 1138 3407 34 20 346 66 69 3 235 75 965
26 145 890 357 1108 3084 20 20 380 139 75 NA 249 57 1107
56 212 820 370 1117 3296 18 11 392 97 76 NA 235 50 991
42 175 941 346 1091 3174 48 16 380 65 52 1 218 56 1066
38 150 831 295 951 3176 33 11 352 46 50 2 242 49 1011
39 192 952 362 1143 3233 17 13 413 106 55 NA 231 89 1060
57 180 888 337 986 3250 49 33 442 100 53 NA 277 62 1025
75 167 884 347 1186 3131 28 26 378 82 53 1 251 52 985
75 202 865 343 1131 3336 37 15 184 62 63 NA 225 26 1085
62 173 834 336 1049 3221 24 30 373 78 55 NA 221 55 1099
39 168 823 338 984 3267 34 10 384 98 76 NA 245 92 1033
19 145 938 314 1063 3058 25 19 376 66 63 1 231 48 1017
60 183 933 362 1123 3221 39 21 424 88 52 2 223 63 1064
36 159 941 345 1093 3247 49 31 350 56 70 3 208 49 915
