"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
19 205 1064 393 1472 4755 33 24 552 38 95 2 449 113 2924
27 165 1103 412 1378 4815 34 41 545 44 115 1 486 136 3188
25 211 1137 398 1417 4636 21 27 560 56 81 NA 498 134 2992
16 164 1148 390 1545 4765 26 39 515 51 113 NA 481 142 2969
19 243 1112 400 1350 4611 42 35 527 49 118 2 492 147 3038
25 189 1248 407 1459 4710 45 43 525 51 112 4 521 125 2866
28 182 1011 367 1483 4740 33 37 490 47 135 1 505 133 2956
27 211 1137 379 1478 4806 29 31 501 47 97 3 476 120 2991
21 207 1152 427 1706 4786 33 29 535 46 92 1 467 152 3225
21 214 1122 425 1510 4786 19 51 524 55 105 NA 462 106 2938
21 201 1213 418 1525 4764 29 25 495 40 99 NA 474 144 2941
25 219 1299 433 1689 4802 32 38 501 45 127 NA 476 121 3123
28 211 1068 404 1512 4767 40 50 536 37 116 7 475 141 2918
23 200 1153 462 1405 4929 14 31 545 46 101 1 502 107 2855
33 196 1041 407 1465 4811 33 34 473 39 80 2 501 117 2895
24 211 1227 427 1589 4700 38 30 488 48 87 4 497 136 3216
31 177 1046 408 1519 4857 41 32 514 50 122 NA 481 138 2949
11 189 1126 410 1506 4761 25 33 452 38 115 NA 516 104 2861
26 197 1262 457 1606 4741 15 34 501 36 84 2 483 83 3094
21 198 1111 384 1609 4913 39 31 501 44 87 NA 462 135 3120
19 90 1090 408 1563 4781 39 36 549 40 104 2 533 123 3230
27 208 1108 418 1509 4747 29 8 519 39 114 NA 528 117 2955
25 191 1100 394 1547 4743 43 34 507 40 103 1 531 125 3233
27 206 1127 432 1637 4696 25 34 511 44 86 NA 505 107 3084
30 196 1119 395 1549 4988 31 26 488 43 126 NA 492 135 2935
23 228 1145 452 1557 4829 32 41 552 52 77 1 469 133 3085
20 89 969 406 1528 4776 26 37 518 38 95 NA 451 103 3009
21 198 1173 406 1678 4795 36 14 512 45 109 1 498 143 2996
26 198 1064 458 1691 4880 27 26 544 46 102 NA 555 135 3011
30 175 1217 380 745 4698 13 20 498 41 98 2 475 143 3194
19 202 1074 415 1435 4648 23 31 514 54 88 NA 501 98 2975
37 195 1095 416 1525 4814 31 47 569 53 113 NA 444 99 2966
19 194 1069 413 1616 4815 35 36 515 47 107 NA 524 121 3147
25 189 1151 402 1633 4848 26 40 486 50 110 NA 491 125 2897
24 181 1052 365 1438 4631 25 22 526 42 106 3 474 113 3059
26 108 1100 398 1621 4684 30 35 555 39 111 1 499 116 3165
21 168 1137 409 1476 4838 30 44 560 56 120 NA 534 112 2954
34 217 1113 388 1580 4748 28 21 532 41 108 NA 490 132 2874
22 201 1126 423 1443 4771 33 39 551 54 114 2 473 143 3006
27 226 1250 423 1458 4785 35 44 525 38 91 4 521 103 3194
29 207 1131 382 1560 4724 35 47 539 41 87 2 510 158 3016
23 192 1048 416 1487 4692 14 43 531 40 130 1 489 127 3076
17 197 1136 403 1576 4815 40 34 534 39 107 NA 475 132 3085
17 207 1247 408 1638 4781 32 34 514 60 101 NA 497 110 2893
31 196 1063 427 1436 4619 37 52 553 53 115 1 456 68 3089
31 193 1154 384 1582 4788 35 58 519 47 99 1 469 151 3198
28 196 1051 414 1501 4762 25 36 564 48 92 3 539 126 3000
27 189 1167 370 1468 4892 40 31 550 53 117 1 500 121 3007
21 221 1118 430 1391 4603 47 37 534 36 100 NA 520 93 3018
23 195 1229 378 1607 4868 31 11 509 42 88 1 486 129 3036
