"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 27 13 27 12 100 5.26
"2" "kukd" 208 0 0 1 NA 90 12 89 10 100 2.31
"3" "kuku" 908 0 0 1 NA 396 32 394 36 100 2.29
"4" "pkd" 484 0 0 1 NA 190 19 190 20 100 2.55
"5" "pku" 995 0 0 1 NA 484 42 486 34 100 2.06
"6" "pp" 11218 0 0 1 NA 1763 52 1762 59 100 6.36
"7" "tdkd" 36 0.11 NA 0.92 NA 21 10 20 9 100 1.71
"8" "tdku" 27 0 0 1 NA 11 4 11 4 100 2.45
"9" "tdp" 620 0 0 1 NA 195 17 195 16 100 3.18
"10" "tdtd" 124 0 0 1 NA 43 21 38 17 100 2.88
"11" "tukd" 39 0.4 NA 0.7 NA 36 7 36 7 100 1.08
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 170 0 0 1 NA 134 15 136 16 100 1.27
"14" "tutd" 37 0.16 NA 0.87 NA 29 8 29 7 100 1.28
"15" "tutu" 1371 0 0 1 NA 765 37 767 36 100 1.79
